salary
70040
64375
70040
190550
58710
1391
194000
160000
200000
135000
190550
61543
70040
58710
108421
70040
70040
58710
66555
58710
209550
20609
190550
190550
35389
121500
58710
58710
120000
3318
221450
110000
190000
142000
70040
67208
190550
30900
69360
185000
113000
24330
200000
190550
58710
60946
126000
61543
155000
221450
152300
61543
61543
61543
70040
221450
221450
119000
12978
115000
72000
180000
58710
12978
154500
60069
175000
185000
67208
63751
145000
58710
121500
58710
6798
190550
70040
20394
165000
60946
9270
17304
60069
190550
89200
70040
175000
58710
70040
110000
45000
31095
29664
190550
13596
60946
70040
34315
120000
60946
123500
47185
70040
3245
221450
58710
16068
63751
70040
67208
66555
70040
175100
70040
58710
164500
190000
215000
5099
58710
70040
190550
111520
52042
105037
34651
91250
66555
69360
150350
69360
24330
70040
175100
58710
15564
221450
58710
175000
29664
58710
70040
14908
221450
80000
117894
58710
60069
70040
140000
119780
144200
175000
66555
62014
196267
71441
196267
63389
24999
19285
135000
164800
183000
206000
20955
69000
8083
170000
72141
68260
71441
140000
60471
196267
228094
175911
140000
72141
72141
120000
113300
195000
71441
206267
76297
190550
116390
195000
103000
25745
129150
62774
155000
227900
152800
63389
4041
62774
62774
150000
228094
227900
9878
90000
72141
50713
185000
115000
185400
26344
60471
144000
60471
4490
37420
159000
72141
114000
60471
190000
68552
12573
12573
60471
228094
70127
205000
98000
30535
61049
7500
200000
1796
4041
3214
3592
72141
196267
107040
200000
180250
36428
37121
110000
115000
4041
9285
66306
196100
36428
63389
72141
69224
60471
8571
141386
63389
72141
40713
4490
72141
24996
160000
68552
140000
170953
170000
72141
72141
160000
185000
221450
72141
63389
66306
130000
31882
196267
6428
63389
66306
72141
66306
2245
141000
60471
18560
36428
72141
145000
60471
73211
76297
60471
150350
76297
72141
72141
72141
227900
75000
3592
160000
3143
72141
72141
72141
200000
72141
72141
72141
215000
148400
56673
8532
73211
69224
72141
23350
5357
202154
78586
6904
201984
10176
100000
74305
194600
110000
212000
74305
24372
175000
234936
24413
74305
78586
190000
25456
201984
180000
150000
91000
208000
165100
190000
100000
74305
196267
216100
90000
194000
160000
80000
13811
69053
155000
234350
169000
12186
69053
74305
234936
65290
65290
234350
135000
17467
80000
27622
242154
20040
159650
100000
71300
71300
62285
67634
46758
165000
62285
23289
190000
16248
120000
234936
79690
211150
68295
74305
60736
205000
12999
35861
62675
10561
201984
109716
206000
200000
3656
142500
81000
67634
75000
31014
64657
71300
8666
74305
65290
78000
70609
62285
74305
17873
23289
9749
74305
6634
202000
62285
68000
74305
160000
75407
145000
62285
137500
175100
73584
202154
190000
227900
120000
64657
67634
135000
90000
199530
71300
48460
64657
67634
74305
34934
136850
100000
73584
62285
83194
86701
1625
142500
86701
73584
95000
74305
62285
150000
160000
62285
74305
16790
38183
190000
74305
162477
135000
83194
70609
62285
135000
74305
68295
227303
73439
89302
155000
150000
73439
75792
185000
110000
218000
8892
73439
200000
241984
125000
215000
180000
205000
150000
125000
212000
150000
200000
13339
76535
76535
64154
29962
45098
196267
76535
200000
194670
175000
36436
97100
78469
209593
189000
8892
64154
78469
100000
75792
234936
66597
13188
9987
165000
64154
27280
202154
155000
1270
23491
72727
72727
160000
64154
169950
73439
64154
64154
8892
17150
10798
241984
190000
69663
185000
61380
64154
5304
241984
125000
76535
125000
67249
175000
208000
110000
212000
200000
76535
142500
100000
32395
74398
71124
30489
72727
100000
67249
80340
77669
64767
90000
32395
64154
72727
75792
217592
70344
36841
94000
160000
85690
64154
35237
19056
141500
180200
80943
215469
200000
234350
64154
120000
71124
150000
67249
204500
72727
15912
64154
71124
18415
95000
125000
160000
80943
76535
202000
140000
195000
64154
80943
97850
64154
208219
189500
185000
76535
115000
64154
76535
8893
195700
76535
88000
139050
130000
97100
50180
64154
85000
69663
