Player,2022 Salary,2022 Signing,G,GS,MIN,PTS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,STL,BLK,PF
Bridget Carleton,72141,Reserved,36,2,16.8,4.3,1.5,3.7,40.3%,0.7,1.4,48.1%,0.8,2.3,35.4%,0.5,0.7,73.1%,0.3,1.8,2.1,1.1,0.6,0.4,0.1,1.6
Brianna Turner,72141,,35,35,33.4,4.3,1.9,3.2,60.7%,1.9,3.2,60.7%,0.0,0.0,--,0.4,0.9,50.0%,2.0,4.8,6.8,2.3,1.4,1.3,1.6,2.3
Dana Evans,62774,Rookie,33,1,11.5,4.3,1.5,3.9,37.7%,0.8,1.9,42.9%,0.7,2.0,32.8%,0.7,0.8,88.0%,0.2,0.7,0.8,1.2,0.8,0.3,0.1,0.9
Olivia Nelson-Ododa,63389,Rookie,30,6,14.5,4.0,1.6,2.8,56.0%,1.6,2.8,56.0%,0.0,0.0,--,0.9,1.2,70.3%,1.1,1.8,2.9,0.4,1.0,0.3,0.8,2.6
Theresa Plaisance,72141,UFA,31,2,12.9,4.0,1.4,3.7,37.1%,0.4,0.9,44.4%,1.0,2.9,34.8%,0.2,0.3,70.0%,0.5,2.1,2.6,0.5,0.6,0.3,0.4,1.3
Yvonne Turner,5357,Hardship,9,2,15.4,4.0,1.3,4.1,32.4%,1.0,3.3,30.0%,0.3,0.8,42.9%,1.0,1.2,81.8%,0.3,1.2,1.6,2.0,1.4,0.3,0.0,1.3
Yvonne Turner,3750,Hardship,9,2,15.4,4.0,1.3,4.1,32.4%,1.0,3.3,30.0%,0.3,0.8,42.9%,1.0,1.2,81.8%,0.3,1.2,1.6,2.0,1.4,0.3,0.0,1.3
Yvonne Turner,2143,Hardship,9,2,15.4,4.0,1.3,4.1,32.4%,1.0,3.3,30.0%,0.3,0.8,42.9%,1.0,1.2,81.8%,0.3,1.2,1.6,2.0,1.4,0.3,0.0,1.3
Epiphanny Prince,115000,UFA,33,0,12.3,3.9,1.3,3.8,35.5%,0.7,2.0,35.4%,0.6,1.8,35.6%,0.6,0.8,84.0%,0.2,0.8,1.0,1.8,0.5,0.6,0.1,0.9
Lexie Hull,69224,Rookie,26,4,12.9,3.8,1.1,4.0,26.7%,0.8,2.4,32.3%,0.3,1.7,18.6%,1.4,1.5,90.0%,0.4,1.1,1.5,0.7,0.7,0.6,0.1,1.8
Iliana Rupert,37420,Rookie,17,0,13.1,3.8,1.5,3.2,46.3%,0.6,0.9,68.8%,0.8,2.2,36.8%,0.1,0.2,33.3%,0.6,1.6,2.3,0.9,0.5,0.4,0.0,2.1
Jantel Lavender,114000,UFA,27,4,12.2,3.8,1.7,4.1,40.9%,1.5,3.2,46.5%,0.2,0.9,20.8%,0.3,0.4,66.7%,1.0,2.3,3.3,0.9,0.9,0.1,0.1,1.1
Jantel Lavender,72141,UFA,27,4,12.2,3.8,1.7,4.1,40.9%,1.5,3.2,46.5%,0.2,0.9,20.8%,0.3,0.4,66.7%,1.0,2.3,3.3,0.9,0.9,0.1,0.1,1.1
Megan Gustafson,72141,UFA,33,0,9.6,3.8,1.5,2.8,54.9%,1.2,2.0,58.5%,0.4,0.8,46.2%,0.4,0.5,76.5%,0.5,1.4,1.9,0.5,0.7,0.2,0.2,1.9
Briann January,140000,UFA,36,5,16.9,3.7,1.3,3.4,37.7%,0.6,1.3,47.9%,0.6,2.1,31.1%,0.5,0.6,82.6%,0.2,0.8,1.0,2.4,1.5,0.6,0.2,1.6
Alaina Coates,24999,UFA,8,0,9.4,3.5,0.9,1.4,63.6%,0.9,1.4,63.6%,0.0,0.0,--,1.8,1.9,93.3%,0.8,1.3,2.0,0.3,0.6,0.3,0.4,2.3
Jennie Simms,12573,UFA,23,4,13.2,3.4,1.3,2.7,47.6%,1.1,1.9,59.1%,0.2,0.8,21.1%,0.7,0.8,78.9%,0.6,1.7,2.2,0.9,1.0,0.5,0.0,1.7
Jennie Simms,10477,UFA,23,4,13.2,3.4,1.3,2.7,47.6%,1.1,1.9,59.1%,0.2,0.8,21.1%,0.7,0.8,78.9%,0.6,1.7,2.2,0.9,1.0,0.5,0.0,1.7
Jennie Simms,8083,Hardship,23,4,13.2,3.4,1.3,2.7,47.6%,1.1,1.9,59.1%,0.2,0.8,21.1%,0.7,0.8,78.9%,0.6,1.7,2.2,0.9,1.0,0.5,0.0,1.7
Megan Walker,24996,,12,0,9.6,3.3,1.2,3.2,36.8%,0.6,1.6,36.8%,0.6,1.6,36.8%,0.3,0.5,66.7%,0.3,0.5,0.8,0.4,1.0,0.3,0.0,0.7
Yvonne Anderson,23350,UFA,11,0,9.2,3.2,1.1,2.4,46.2%,0.7,1.5,50.0%,0.4,0.9,40.0%,0.6,0.6,100.0%,0.3,0.5,0.8,1.1,1.0,0.3,0.2,1.3
Bria Hartley,175911,,13,0,9.5,3.0,1.1,2.8,37.8%,0.5,1.5,35.0%,0.5,1.3,41.2%,0.3,0.5,66.7%,0.1,0.8,0.9,1.1,0.8,0.3,0.0,0.5
Bria Hartley,23000,UFA,13,0,9.5,3.0,1.1,2.8,37.8%,0.5,1.5,35.0%,0.5,1.3,41.2%,0.3,0.5,66.7%,0.1,0.8,0.9,1.1,0.8,0.3,0.0,0.5
Karlie Samuelson,3214,Hardship,1,0,10.2,3.0,1.0,3.0,33.3%,0.0,0.0,--,1.0,3.0,33.3%,0.0,0.0,--,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0
Julie Allemand,61049,,25,4,16.1,3.0,1.0,2.4,41.7%,0.6,1.2,55.2%,0.4,1.2,29.0%,0.6,0.7,83.3%,0.4,1.2,1.6,3.4,1.3,0.6,0.1,0.9
Evina Westbrook,26344,UFA,20,2,10.2,2.8,1.0,2.7,37.7%,0.8,1.7,45.5%,0.3,1.0,25.0%,0.6,0.8,73.3%,0.1,1.0,1.0,1.2,0.8,0.4,0.4,0.9
Evina Westbrook,16764,UFA,20,2,10.2,2.8,1.0,2.7,37.7%,0.8,1.7,45.5%,0.3,1.0,25.0%,0.6,0.8,73.3%,0.1,1.0,1.0,1.2,0.8,0.4,0.4,0.9
Evina Westbrook,12573,UFA,20,2,10.2,2.8,1.0,2.7,37.7%,0.8,1.7,45.5%,0.3,1.0,25.0%,0.6,0.8,73.3%,0.1,1.0,1.0,1.2,0.8,0.4,0.4,0.9
Awak Kuier,71441,Rookie,33,0,12.6,2.8,1.0,2.6,39.5%,0.9,2.0,46.2%,0.1,0.6,19.0%,0.6,0.9,61.3%,0.7,1.8,2.5,0.9,0.6,0.4,0.9,0.8
Jocelyn Willoughby,70127,Rookie,11,4,11.0,2.6,1.0,2.4,42.3%,0.7,1.4,53.3%,0.3,1.0,27.3%,0.4,0.7,50.0%,0.2,1.5,1.6,0.4,0.8,0.5,0.2,0.7
Kianna Smith,9285,UFA,11,0,10.2,2.6,1.0,3.2,31.4%,0.5,1.5,35.3%,0.5,1.6,27.8%,0.2,0.2,100.0%,0.5,0.4,0.8,0.5,0.4,0.4,0.0,1.0
Kianna Smith,8382,UFA,11,0,10.2,2.6,1.0,3.2,31.4%,0.5,1.5,35.3%,0.5,1.6,27.8%,0.2,0.2,100.0%,0.5,0.4,0.8,0.5,0.4,0.4,0.0,1.0
Veronica Burton,69224,Rookie,36,6,15.2,2.6,0.7,2.1,32.9%,0.4,0.9,39.4%,0.3,1.2,27.9%,0.9,0.9,100.0%,0.5,1.0,1.5,1.9,1.0,0.9,0.3,1.4
Kia Vaughn,110000,UFA,29,1,13.8,2.5,1.1,2.8,40.0%,1.1,2.7,40.5%,0.0,0.0,0.0%,0.3,0.4,69.2%,1.0,2.2,3.2,0.9,1.2,0.3,0.3,1.7
Ruthy Hebard,73211,Rookie,24,0,9.7,2.3,1.0,2.0,51.0%,1.0,2.0,51.0%,0.0,0.0,--,0.3,0.3,75.0%,0.3,1.4,1.7,0.5,0.5,0.3,0.1,1.2
DiDi Richards,62774,Rookie,14,0,11.1,2.3,0.8,2.6,30.6%,0.6,1.8,32.0%,0.2,0.8,27.3%,0.5,0.7,70.0%,0.4,1.4,1.7,1.4,0.9,0.1,0.4,1.8
Kiah Stokes,115000,UFA,31,4,15.3,2.3,0.8,2.0,42.6%,0.7,1.2,56.8%,0.2,0.8,20.8%,0.4,0.5,81.3%,0.9,3.5,4.4,0.6,0.6,0.5,0.8,1.3
Khayla Pointer,37121,ROS,10,0,5.8,2.2,0.7,1.2,58.3%,0.6,0.8,75.0%,0.1,0.4,25.0%,0.7,1.4,50.0%,0.1,0.7,0.8,0.2,0.9,0.2,0.0,0.2
Reshanda Gray,36428,UFA,27,0,8.8,2.2,0.9,2.1,43.9%,0.8,1.6,51.2%,0.1,0.5,21.4%,0.2,0.3,66.7%,0.6,1.4,2.0,0.4,1.0,0.3,0.2,2.1
Reshanda Gray,19999,UFA,27,0,8.8,2.2,0.9,2.1,43.9%,0.8,1.6,51.2%,0.1,0.5,21.4%,0.2,0.3,66.7%,0.6,1.4,2.0,0.4,1.0,0.3,0.2,2.1
Reshanda Gray,15000,UFA,27,0,8.8,2.2,0.9,2.1,43.9%,0.8,1.6,51.2%,0.1,0.5,21.4%,0.2,0.3,66.7%,0.6,1.4,2.0,0.4,1.0,0.3,0.2,2.1
Beatrice Mompremier,60471,Reserved,21,0,8.3,2.1,1.0,2.1,45.5%,1.0,2.1,45.5%,0.0,0.0,--,0.2,0.6,38.5%,1.0,1.9,2.8,0.4,0.7,0.1,0.6,1.3
Nia Clouden,66306,Rookie,28,0,8.9,2.1,0.6,1.9,34.0%,0.2,0.9,25.0%,0.4,1.0,41.4%,0.4,0.6,58.8%,0.1,0.8,0.8,0.8,0.4,0.2,0.0,0.9
Joyner Holmes,30535,UFA,26,0,7.9,2.0,0.7,2.3,31.1%,0.5,1.5,35.9%,0.2,0.8,22.7%,0.4,0.5,76.9%,0.2,1.1,1.3,0.5,0.7,0.3,0.1,0.8
Joyner Holmes,14968,UFA,26,0,7.9,2.0,0.7,2.3,31.1%,0.5,1.5,35.9%,0.2,0.8,22.7%,0.4,0.5,76.9%,0.2,1.1,1.3,0.5,0.7,0.3,0.1,0.8
Joyner Holmes,12573,UFA,26,0,7.9,2.0,0.7,2.3,31.1%,0.5,1.5,35.9%,0.2,0.8,22.7%,0.4,0.5,76.9%,0.2,1.1,1.3,0.5,0.7,0.3,0.1,0.8
Anneli Maley,8083,Hardship,4,0,11.1,2.0,0.8,1.5,50.0%,0.3,0.8,33.3%,0.5,0.8,66.7%,0.0,0.0,--,0.8,1.0,1.8,0.8,0.3,0.8,0.3,1.5
Charli Collier,71441,Rookie,17,0,4.6,2.0,0.7,1.6,44.4%,0.7,1.5,48.0%,0.0,0.1,0.0%,0.6,0.8,71.4%,0.2,0.4,0.6,0.1,0.6,0.1,0.0,1.1
Mercedes Russell,160000,RFA,5,0,10.7,2.0,0.8,1.6,50.0%,0.8,1.6,50.0%,0.0,0.0,--,0.4,0.6,66.7%,0.4,1.4,1.8,0.2,1.4,0.0,0.0,1.4
Rui Machida,60471,UFA,36,2,12.9,1.8,0.7,2.3,31.0%,0.5,1.4,38.0%,0.2,0.9,20.6%,0.2,0.3,66.7%,0.2,0.9,1.1,2.6,1.1,0.4,0.1,0.7
Stephanie Jones,3143,Hardship,5,0,5.3,1.8,0.6,1.6,37.5%,0.4,1.2,33.3%,0.2,0.4,50.0%,0.4,0.4,100.0%,0.2,0.2,0.4,0.4,0.0,0.2,0.0,1.0
Stephanie Jones,1796,Hardship,5,0,5.3,1.8,0.6,1.6,37.5%,0.4,1.2,33.3%,0.2,0.4,50.0%,0.4,0.4,100.0%,0.2,0.2,0.4,0.4,0.0,0.2,0.0,1.0
Li Yueru,60471,,16,0,5.1,1.8,0.5,1.1,44.4%,0.5,1.1,44.4%,0.0,0.0,--,0.8,0.8,100.0%,0.3,1.2,1.5,0.1,0.8,0.1,0.1,0.6
Rae Burrell,66306,Rookie,3,1,14.5,1.7,0.3,3.0,11.1%,0.0,1.0,0.0%,0.3,2.0,16.7%,0.7,0.7,100.0%,0.3,0.7,1.0,0.3,0.3,0.7,0.0,1.3
Jasmine Walker,68552,Rookie,32,1,8.8,1.6,0.6,2.4,25.0%,0.3,0.8,34.6%,0.3,1.6,20.0%,0.1,0.1,100.0%,0.4,1.1,1.5,0.2,0.5,0.2,0.1,0.9
Sydney Colson,72141,UFA,18,0,6.8,1.6,0.6,1.8,31.3%,0.4,1.2,33.3%,0.2,0.6,27.3%,0.3,0.3,100.0%,0.2,0.3,0.4,1.0,0.4,0.1,0.0,0.8
Aisha Sheppard,63389,Rookie,23,0,7.6,1.5,0.4,1.8,23.8%,0.0,0.4,11.1%,0.4,1.4,27.3%,0.3,0.3,75.0%,0.3,0.3,0.6,0.3,0.3,0.2,0.0,1.1
Kristine Anigwe,36428,UFA,10,1,6.5,1.5,0.5,1.0,50.0%,0.5,1.0,50.0%,0.0,0.0,--,0.5,1.0,50.0%,0.5,0.8,1.3,0.2,0.6,0.1,0.2,1.2
Kamiah Smalls,4041,Hardship,3,0,11.3,1.3,0.7,2.7,25.0%,0.7,1.3,50.0%,0.0,1.3,0.0%,0.0,0.0,--,0.0,1.7,1.7,2.0,1.3,1.3,0.0,2.0
Kierstan Bell,66306,Rookie,21,1,5.8,1.3,0.5,1.6,30.3%,0.3,0.5,63.6%,0.1,1.0,13.6%,0.2,0.2,100.0%,0.2,0.7,0.9,0.3,0.2,0.1,0.1,0.5
Kiana Williams,4041,Hardship,4,0,7.3,1.3,0.5,2.0,25.0%,0.3,1.0,25.0%,0.3,1.0,25.0%,0.0,0.0,--,0.0,0.5,0.5,1.3,0.5,0.0,0.0,0.3
Kiana Williams,3143,UFA,4,0,7.3,1.3,0.5,2.0,25.0%,0.3,1.0,25.0%,0.3,1.0,25.0%,0.0,0.0,--,0.0,0.5,0.5,1.3,0.5,0.0,0.0,0.3
Rennia Davis,18560,Hardship,8,0,5.4,1.3,0.6,1.6,38.5%,0.6,1.4,45.5%,0.0,0.3,0.0%,0.0,0.0,--,0.4,0.6,1.0,0.1,0.4,0.3,0.0,0.4
Rennia Davis,1347,Hardship,8,0,5.4,1.3,0.6,1.6,38.5%,0.6,1.4,45.5%,0.0,0.3,0.0%,0.0,0.0,--,0.4,0.6,1.0,0.1,0.4,0.3,0.0,0.4
Jasmine Dickey,60471,Rookie,20,0,4.7,1.1,0.4,1.7,21.2%,0.3,1.5,20.7%,0.1,0.2,25.0%,0.3,0.5,66.7%,0.3,0.3,0.6,0.1,0.3,0.2,0.1,0.5
Amy Atwell,20955,Rookie,4,1,7.9,0.8,0.3,2.3,11.1%,0.0,0.8,0.0%,0.3,1.5,16.7%,0.0,0.0,--,0.3,0.3,0.5,0.5,0.5,0.0,0.0,0.3
Jazmine Jones,12573,UFA,8,0,5.8,0.8,0.3,1.0,25.0%,0.3,0.6,40.0%,0.0,0.4,0.0%,0.3,0.6,40.0%,0.0,0.3,0.3,0.1,0.4,0.3,0.0,0.6
Jazmine Jones,6586,ROS,8,0,5.8,0.8,0.3,1.0,25.0%,0.3,0.6,40.0%,0.0,0.4,0.0%,0.3,0.6,40.0%,0.0,0.3,0.3,0.1,0.4,0.3,0.0,0.6
Jazmine Jones,2994,ROS,8,0,5.8,0.8,0.3,1.0,25.0%,0.3,0.6,40.0%,0.0,0.4,0.0%,0.3,0.6,40.0%,0.0,0.3,0.3,0.1,0.4,0.3,0.0,0.6
Lorela Cubaj,63389,Rookie,11,0,8.0,0.7,0.4,1.1,33.3%,0.4,1.1,33.3%,0.0,0.0,--,0.0,0.0,--,0.8,1.3,2.1,0.4,0.5,0.0,0.2,1.1
Elissa Cunane,9878,Hardship,3,0,3.3,0.7,0.3,0.7,50.0%,0.3,0.3,100.0%,0.0,0.3,0.0%,0.0,0.0,--,0.7,1.0,1.7,0.0,0.3,0.0,0.0,0.3
Sam Thomas,60471,UFA,24,0,4.9,0.4,0.2,0.8,21.1%,0.1,0.2,75.0%,0.0,0.6,6.7%,0.0,0.0,100.0%,0.1,0.1,0.2,0.3,0.2,0.3,0.1,0.5
Hannah Sjerven,4490,Hardship,3,0,3.0,0.0,0.0,0.3,0.0%,0.0,0.3,0.0%,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7
Kaila Charles,1796,Hardship,1,0,2.0,0.0,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kaila Charles,898,Hardship,1,0,2.0,0.0,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Raina Perez,2245,Hardship,1,0,2.3,0.0,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tina Krajisnik,8532,Hardship,2,0,2.7,0.0,0.0,0.5,0.0%,0.0,0.5,0.0%,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0
Brittney Griner,227900,,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Kia Nurse,73542,RFA,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
