Player,2024 Salary,2024 Signing,G,GS,MIN,PTS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,STL,BLK,PF
Kelsey Plum,200000,,38,38,34.0,17.8,6.1,14.4,42.3%,3.2,6.6,48.8%,2.9,7.9,36.8%,2.7,3.1,86.6%,0.3,2.3,2.6,4.2,2.4,0.7,0.0,2.7
Brittney Griner,150000,UFA,30,30,28.7,17.8,7.3,12.6,57.9%,7.0,12.0,58.3%,0.3,0.6,50.0%,2.9,3.7,77.7%,1.8,4.8,6.6,2.3,1.8,0.5,1.5,1.9
Natasha Howard,234350,Core,27,26,30.5,17.6,6.9,15.2,45.6%,6.5,13.1,49.6%,0.4,2.0,20.0%,3.3,4.6,71.8%,2.0,4.8,6.7,2.9,2.8,1.3,0.8,3.1
Chennedy Carter,76535,UFA,33,20,26.0,17.5,7.2,14.8,48.7%,6.9,13.9,50.0%,0.3,0.9,29.0%,2.8,3.8,73.0%,0.7,2.9,3.5,3.1,1.7,1.1,0.2,3.2
Rhyne Howard,80943,Rookie,30,29,33.9,17.3,5.6,15.0,37.1%,2.9,6.9,42.0%,2.7,8.1,32.9%,3.5,4.5,78.4%,0.8,3.5,4.4,3.1,1.7,1.8,0.6,2.1
Dearica Hamby,189000,,40,40,33.7,17.3,6.7,13.1,51.2%,6.0,10.9,54.7%,0.8,2.2,34.1%,3.1,5.0,63.1%,1.5,7.7,9.2,3.5,3.0,1.7,0.2,2.8
Nneka Ogwumike,204500,UFA,37,37,31.8,16.7,6.8,13.3,51.1%,6.0,11.3,53.0%,0.8,2.0,40.5%,2.3,2.6,87.6%,1.9,5.7,7.6,2.3,1.3,1.9,0.5,2.3
Jackie Young,169950,,37,37,32.6,15.8,5.4,12.6,43.0%,3.5,7.0,50.6%,1.9,5.6,33.7%,3.0,3.5,86.7%,0.7,3.6,4.4,5.3,2.1,1.0,0.2,2.5
Allisha Gray,185000,RFA,40,40,33.2,15.6,5.1,12.7,40.3%,3.4,7.7,44.3%,1.7,5.1,34.2%,3.6,4.7,76.9%,1.1,3.3,4.4,2.7,1.7,1.1,0.7,2.4
Skylar Diggins,208219,UFA,40,40,31.6,15.1,5.5,12.8,42.7%,4.5,9.4,47.6%,1.0,3.4,29.1%,3.3,3.8,86.7%,0.7,1.9,2.6,6.4,2.8,1.7,0.9,2.8
Kayla McBride,208000,UFA,39,39,31.7,15.0,4.5,10.6,42.0%,1.8,4.0,44.2%,2.7,6.6,40.7%,3.4,3.8,89.3%,0.4,2.2,2.6,3.2,2.0,1.3,0.1,1.2
DeWanna Bonner,209593,UFA,40,39,31.8,15.0,5.3,12.8,41.5%,3.9,7.9,49.0%,1.5,4.9,29.4%,3.0,3.6,83.2%,0.6,5.4,6.0,2.0,1.4,1.2,0.7,1.8
Diana Taurasi,234936,UFA,36,36,29.0,14.9,4.8,11.9,40.0%,2.4,4.8,50.0%,2.4,7.2,33.3%,3.0,3.5,85.7%,0.4,3.4,3.8,3.4,1.9,0.6,0.3,2.6
Ariel Atkins,200000,,40,40,29.9,14.9,5.4,12.4,43.7%,3.5,6.9,50.0%,2.0,5.5,35.7%,2.1,2.5,84.8%,0.9,2.5,3.4,3.1,2.3,1.5,0.4,2.8
Tina Charles,130000,UFA,39,39,29.7,14.9,6.2,13.7,45.6%,5.9,12.6,47.3%,0.3,1.1,26.2%,2.2,2.7,78.5%,2.5,7.1,9.6,2.3,1.6,0.9,0.5,2.5
Marina Mabrey,217592,RFA,40,27,30.9,14.4,5.4,13.0,41.3%,2.9,6.5,45.0%,2.5,6.5,37.7%,1.2,1.7,71.0%,0.6,3.8,4.4,4.1,2.4,1.1,0.4,2.6
Jonquel Jones,190000,UFA,39,39,29.9,14.2,5.3,9.8,53.9%,3.8,5.9,63.6%,1.5,3.9,39.1%,2.1,2.7,78.8%,1.7,7.3,9.0,3.2,2.4,0.8,1.3,2.9
Aliyah Boston,75792,Rookie,40,40,30.9,14.0,5.9,11.2,52.9%,5.7,10.5,54.5%,0.2,0.7,26.9%,2.0,2.8,73.6%,2.8,6.1,8.9,3.2,2.0,0.9,1.2,3.3
Brionna Jones,212000,Core,40,40,27.2,13.7,5.5,10.2,53.8%,5.5,9.9,55.2%,0.1,0.4,14.3%,2.7,3.6,73.8%,2.2,3.4,5.5,1.5,1.3,1.2,0.6,2.7
Angel Reese,73439,Rookie,34,34,32.5,13.6,4.8,12.3,39.1%,4.7,11.9,40.0%,0.1,0.5,18.8%,3.9,5.2,73.6%,5.1,8.1,13.1,1.9,2.2,1.3,0.5,3.5
Rickea Jackson,76535,Rookie,40,35,28.8,13.4,5.0,11.0,45.6%,3.9,7.9,49.8%,1.1,3.1,34.7%,2.3,2.9,80.7%,1.3,2.6,3.9,1.5,1.9,0.7,0.4,1.8
DiJonai Carrington,78469,Rookie,39,39,29.6,12.7,4.4,11.0,40.3%,3.8,8.3,45.2%,0.7,2.7,25.0%,3.2,4.0,79.0%,1.4,3.7,5.0,1.6,1.9,1.6,0.4,2.6
Odyssey Sims,15912,Hardship,24,17,29.2,12.6,4.9,10.1,48.3%,4.0,7.7,52.7%,0.8,2.4,34.5%,2.0,2.6,76.2%,0.7,1.4,2.1,5.3,2.2,1.2,0.2,1.5
Odyssey Sims,13072,Hardship,24,17,29.2,12.6,4.9,10.1,48.3%,4.0,7.7,52.7%,0.8,2.4,34.5%,2.0,2.6,76.2%,0.7,1.4,2.1,5.3,2.2,1.2,0.2,1.5
Odyssey Sims,9851,Hardship,24,17,29.2,12.6,4.9,10.1,48.3%,4.0,7.7,52.7%,0.8,2.4,34.5%,2.0,2.6,76.2%,0.7,1.4,2.1,5.3,2.2,1.2,0.2,1.5
Brittney Sykes,200000,UFA,18,18,23.3,12.2,4.5,11.1,40.5%,3.6,7.8,46.1%,0.9,3.3,27.1%,2.3,3.1,75.0%,0.6,3.4,4.1,3.1,2.2,0.9,0.4,1.4
Betnijah Laney-Hamilton,180000,UFA,28,25,30.3,11.8,4.3,9.4,45.6%,2.8,5.8,49.1%,1.5,3.6,40.2%,1.7,1.9,90.6%,1.1,3.1,4.2,3.3,2.4,1.1,0.0,2.1
Shakira Austin,80943,Rookie,12,11,19.8,11.8,4.3,10.1,43.0%,4.3,9.8,43.6%,0.1,0.3,25.0%,3.0,4.5,66.7%,1.8,5.1,6.8,0.9,2.4,1.3,0.9,2.5
Teaira McCowan,195700,RFA,39,38,25.2,11.7,4.7,8.3,57.0%,4.7,8.2,57.4%,0.0,0.1,25.0%,2.3,3.2,71.8%,2.9,5.2,8.1,1.6,1.9,0.8,0.9,3.0
Ezi Magbegor,155000,Reserved,37,37,30.7,11.7,4.6,9.1,51.2%,4.3,7.6,56.2%,0.4,1.4,24.5%,2.1,2.4,87.4%,2.2,5.8,8.0,2.0,1.4,1.1,2.2,3.2
Natasha Cloud,200000,UFA,38,38,33.3,11.5,4.0,10.1,39.7%,2.8,6.3,45.0%,1.2,3.8,30.8%,2.4,2.9,82.6%,0.5,3.6,4.1,6.9,3.0,1.4,0.6,2.7
Courtney Williams,175000,UFA,40,40,26.5,11.1,4.9,11.0,44.3%,4.3,9.2,46.3%,0.6,1.7,33.3%,0.9,1.1,81.0%,0.4,4.3,4.7,5.5,2.5,0.9,0.4,1.9
Alyssa Thomas,218000,UFA,40,40,32.4,10.6,4.2,8.2,50.9%,4.2,8.1,51.6%,0.0,0.1,0.0%,2.3,3.6,62.8%,2.5,6.0,8.4,7.9,3.6,1.6,0.5,2.1
Jordin Canada,185000,UFA,20,18,31.2,10.6,3.5,8.9,39.0%,2.7,6.0,44.2%,0.8,2.9,28.1%,2.9,3.7,78.1%,0.6,2.9,3.5,5.8,2.1,1.6,0.3,2.6
NaLyssa Smith,80943,Rookie,40,37,24.7,10.6,4.2,8.8,48.0%,3.9,7.6,51.0%,0.4,1.2,29.2%,1.8,3.2,56.7%,1.8,5.3,7.1,1.0,1.3,0.8,1.0,2.7
Tyasha Harris,97100,Rookie,39,38,28.8,10.5,3.7,8.7,42.5%,2.2,4.8,45.0%,1.5,3.9,39.5%,1.5,2.0,76.6%,0.3,1.5,1.8,3.0,1.4,1.0,0.3,1.7
Gabby Williams,23491,UFA,12,11,29.2,10.3,4.2,8.7,48.1%,3.3,6.1,54.8%,0.8,2.6,32.3%,1.2,1.6,73.7%,0.8,3.3,4.0,3.7,1.4,1.7,0.3,1.8
Alanna Smith,150000,UFA,39,39,26.5,10.1,3.8,8.0,47.1%,2.6,5.0,51.5%,1.2,3.0,39.8%,1.4,1.8,75.0%,1.6,4.1,5.6,3.2,1.9,1.4,1.5,3.1
Elizabeth Williams,165000,UFA,9,9,27.7,10.0,4.1,8.4,48.7%,4.1,8.4,48.7%,0.0,0.0,--,1.8,2.7,66.7%,2.8,4.2,7.0,1.6,1.7,1.7,1.7,2.1
Kamilla Cardoso,76535,Rookie,32,29,27.4,9.8,3.9,7.6,52.1%,3.9,7.6,52.1%,0.0,0.0,--,1.9,2.6,72.6%,3.0,4.9,7.9,1.7,1.5,0.5,1.5,3.2
Azura Stevens,215000,UFA,20,19,24.7,9.6,3.6,8.9,39.9%,2.2,4.9,43.9%,1.4,4.0,35.0%,1.1,1.4,81.5%,1.0,6.0,7.0,1.9,1.8,0.9,0.9,2.0
Bridget Carleton,125000,UFA,39,36,29.9,9.6,3.2,7.3,44.4%,0.9,2.0,44.3%,2.3,5.3,44.4%,0.8,1.0,78.9%,0.9,2.8,3.8,2.2,1.0,1.0,0.3,2.1
Stefanie Dolson,185000,UFA,39,39,26.0,9.5,3.4,7.2,47.5%,1.6,3.2,48.8%,1.8,4.0,46.5%,0.8,1.1,78.6%,0.8,4.1,4.9,2.6,1.7,0.5,0.5,2.9
Tiffany Hayes,88000,UFA,33,5,21.4,9.5,3.3,6.7,50.0%,2.3,4.2,55.8%,1.0,2.5,40.2%,1.8,2.5,71.4%,0.8,2.0,2.8,2.1,0.8,0.8,0.3,2.1
Maddy Siegrist,75792,Rookie,27,13,23.8,9.4,3.9,7.8,50.5%,3.6,6.4,55.5%,0.4,1.4,27.0%,1.2,1.6,76.7%,1.6,1.7,3.3,1.0,0.6,0.4,0.4,1.2
Cheyenne Parker-Tyus,200000,UFA,25,11,19.7,9.2,3.3,7.5,44.4%,3.2,6.9,46.2%,0.1,0.6,21.4%,2.5,2.8,88.6%,1.2,3.6,4.8,1.5,2.1,0.8,0.4,2.4
Aari McDonald,89302,Rookie,26,10,21.8,8.7,3.0,7.3,40.3%,1.8,3.8,48.0%,1.1,3.5,31.9%,1.7,2.0,84.3%,0.5,1.5,2.0,3.7,1.8,0.9,0.2,2.0
Chelsea Gray,196267,UFA,27,25,26.0,8.6,3.1,7.6,40.8%,2.1,4.8,45.0%,1.0,2.9,33.8%,1.4,1.8,81.3%,0.2,2.7,2.9,4.9,2.4,1.3,0.7,1.4
Aerial Powers,155000,UFA,17,2,17.9,8.6,2.9,8.1,35.5%,2.1,6.0,34.3%,0.8,2.1,38.9%,2.0,2.5,79.1%,0.9,2.4,3.3,1.4,1.1,0.9,0.2,2.1
Karlie Samuelson,125000,UFA,29,19,24.5,8.4,2.7,6.7,40.9%,1.0,2.4,42.9%,1.7,4.2,39.8%,1.2,1.3,92.3%,0.5,2.0,2.6,2.1,0.9,0.9,0.0,1.7
Sophie Cunningham,189500,RFA,40,21,27.7,8.4,2.6,6.0,42.9%,0.9,1.5,58.3%,1.7,4.5,37.8%,1.5,1.7,87.0%,0.4,3.5,3.9,2.0,1.0,1.0,0.3,2.3
Lexie Brown,80340,UFA,16,8,23.7,8.1,2.6,8.2,32.1%,1.3,3.9,33.9%,1.3,4.3,30.4%,1.5,1.7,88.9%,0.1,2.3,2.3,3.3,1.9,1.1,0.1,1.4
Myisha Hines-Allen,180200,RFA,40,11,18.7,7.8,3.0,6.1,49.2%,2.6,4.9,52.6%,0.5,1.3,36.0%,1.4,1.7,83.3%,1.1,3.6,4.7,2.6,1.4,0.7,0.1,2.0
Aaliyah Edwards,73439,Rookie,34,17,21.8,7.6,3.0,6.2,49.0%,3.0,6.0,50.7%,0.0,0.2,0.0%,1.5,2.4,65.0%,1.4,4.2,5.6,1.4,1.5,0.7,0.8,2.7
Kia Nurse,142500,UFA,40,27,20.3,7.6,2.6,6.6,38.8%,1.2,2.6,47.6%,1.3,4.0,33.1%,1.2,1.5,79.3%,0.4,1.2,1.6,1.3,1.2,0.5,0.0,1.8
Cameron Brink,76535,Rookie,15,15,22.0,7.5,2.7,6.9,39.8%,2.1,4.8,43.1%,0.7,2.1,32.3%,1.4,1.7,84.0%,1.2,4.1,5.3,1.7,2.3,1.1,2.3,4.0
Shatori Walker-Kimbrough,97850,UFA,40,2,22.1,7.5,2.6,6.3,41.5%,1.8,3.7,47.6%,0.9,2.7,33.0%,1.4,1.7,80.6%,0.3,1.4,1.7,1.9,1.4,1.1,0.5,1.0
Monique Billings,35237,Hardship,37,14,22.8,7.4,2.9,6.2,46.5%,2.8,5.8,48.1%,0.1,0.4,21.4%,1.5,1.9,80.3%,1.8,4.0,5.8,1.4,1.8,0.7,0.5,2.3
Monique Billings,19702,UFA,37,14,22.8,7.4,2.9,6.2,46.5%,2.8,5.8,48.1%,0.1,0.4,21.4%,1.5,1.9,80.3%,1.8,4.0,5.8,1.4,1.8,0.7,0.5,2.3
Monique Billings,5304,Hardship,37,14,22.8,7.4,2.9,6.2,46.5%,2.8,5.8,48.1%,0.1,0.4,21.4%,1.5,1.9,80.3%,1.8,4.0,5.8,1.4,1.8,0.7,0.5,2.3
Rebecca Allen,160000,UFA,18,18,24.9,7.4,2.9,7.1,41.7%,1.6,3.1,50.0%,1.4,3.9,35.2%,0.1,0.2,66.7%,0.7,3.2,3.9,1.1,1.0,0.9,0.7,1.9
Julie Vanloo,64154,Rookie,40,34,23.2,7.4,2.7,7.7,34.6%,0.9,2.1,40.5%,1.8,5.6,32.4%,0.3,0.4,66.7%,0.1,1.5,1.6,4.3,2.6,0.5,0.0,2.2
Dana Evans,78469,Rookie,39,12,19.1,7.2,2.4,6.5,37.7%,1.4,3.7,37.8%,1.1,2.8,37.6%,1.2,1.3,96.0%,0.1,1.0,1.1,2.4,1.4,0.7,0.1,1.2
Jordan Horston,69663,Rookie,39,14,22.3,6.8,2.8,5.8,49.3%,2.5,4.4,56.6%,0.3,1.3,25.0%,0.8,1.1,72.1%,1.2,3.1,4.3,1.8,1.7,1.3,0.7,1.9
Leonie Fiebich,67249,,40,15,20.9,6.7,2.4,5.1,47.8%,1.1,1.9,55.3%,1.4,3.2,43.3%,0.5,0.6,72.0%,1.0,2.1,3.0,1.8,1.0,1.0,0.2,2.2
Michaela Onyenwere,85690,Rookie,34,18,18.7,6.6,2.6,6.2,41.5%,1.9,4.2,43.8%,0.7,2.0,36.8%,0.7,1.2,61.0%,0.6,1.3,1.8,1.0,1.3,0.6,0.4,2.0
Lindsay Allen,90000,UFA,40,28,23.8,6.6,2.6,5.6,46.6%,2.3,4.4,51.4%,0.4,1.2,29.2%,1.1,1.3,80.8%,0.3,1.7,2.0,3.9,1.6,0.8,0.2,1.7
Isabelle Harrison,160000,UFA,36,5,16.3,6.5,2.6,6.6,39.9%,2.6,6.1,41.8%,0.1,0.5,16.7%,1.1,1.4,82.0%,1.1,2.9,3.9,0.8,1.1,0.6,0.3,1.3
Temi Fágbénlé,76535,Reserved,22,2,18.9,6.4,2.6,5.2,50.9%,2.5,4.6,54.9%,0.1,0.5,16.7%,1.0,1.3,78.6%,1.4,3.3,4.7,0.9,1.2,0.5,0.7,3.0
Courtney Vandersloot,194670,UFA,31,31,22.3,6.4,2.6,5.9,44.5%,2.0,3.7,54.8%,0.6,2.2,26.9%,0.5,1.0,54.8%,0.4,2.2,2.6,4.8,1.8,0.8,0.5,1.7
Emily Engstler,64154,UFA,32,3,14.5,6.2,2.4,4.8,49.4%,1.5,3.0,50.5%,0.8,1.8,47.4%,0.6,0.7,81.8%,1.4,2.6,4.0,1.5,0.7,0.6,0.8,1.5
Alysha Clark,110000,UFA,40,18,24.3,6.0,2.1,4.8,44.3%,1.0,1.7,57.6%,1.2,3.2,37.3%,0.6,0.7,82.1%,0.5,3.1,3.6,1.8,1.4,0.8,0.3,2.7
Rae Burrell,125000,UFA,37,7,15.7,5.9,1.6,4.4,36.2%,0.9,2.5,38.5%,0.6,1.9,33.3%,2.1,2.7,78.0%,0.6,1.3,1.8,1.1,1.0,0.8,0.3,1.6
Naz Hillmon,71124,Rookie,40,19,21.7,5.7,2.3,4.1,55.2%,2.2,4.0,55.6%,0.0,0.1,33.3%,1.2,1.6,76.2%,1.6,3.2,4.8,1.3,1.0,0.7,0.3,1.4
Kalani Brown,125000,UFA,39,2,13.2,5.7,2.4,4.1,58.2%,2.4,4.0,59.4%,0.0,0.1,0.0%,1.0,1.5,66.1%,1.1,1.9,3.1,1.1,1.2,0.2,0.6,1.6
Rachel Banham,95000,UFA,37,9,15.8,5.7,1.9,5.5,35.1%,0.5,1.6,31.7%,1.4,3.8,36.6%,0.4,0.5,80.0%,0.2,1.2,1.4,1.1,0.5,0.4,0.2,1.6
Kayla Thornton,110000,,40,11,20.2,5.5,1.9,5.1,37.9%,0.8,1.9,41.6%,1.1,3.2,35.7%,0.6,0.7,84.6%,1.0,1.6,2.6,0.7,0.6,0.7,0.2,1.4
Lexie Hull,77669,Rookie,34,11,19.7,5.5,1.8,4.0,44.1%,0.8,1.9,40.9%,1.0,2.1,47.1%,1.0,1.2,80.5%,1.0,1.5,2.5,1.1,0.9,0.6,0.3,2.5
Jacy Sheldon,73439,Rookie,40,26,23.3,5.4,2.0,5.3,38.6%,1.3,2.8,45.1%,0.8,2.4,30.9%,0.6,0.7,92.6%,0.7,1.4,2.1,2.5,1.6,0.6,0.3,2.5
Jade Melbourne,64154,,37,0,14.2,5.4,1.9,4.5,43.4%,1.4,3.0,47.3%,0.5,1.5,35.7%,0.9,1.3,71.4%,0.4,1.1,1.5,1.6,1.7,0.6,0.1,1.5
Maya Caldwell,36841,UFA,25,6,16.2,5.2,2.1,5.0,41.6%,1.5,3.0,49.3%,0.6,2.0,30.0%,0.5,0.6,80.0%,0.8,1.0,1.8,1.1,0.9,0.6,0.2,1.2
Li Yueru,64767,,38,2,14.4,5.1,1.8,3.9,46.3%,1.7,3.5,48.5%,0.1,0.4,26.7%,1.4,1.6,89.8%,1.4,2.2,3.7,0.6,0.9,0.3,0.2,2.1
Sami Whitcomb,140000,UFA,40,3,15.3,5.0,1.8,5.2,34.6%,0.6,1.2,53.2%,1.2,4.0,29.2%,0.2,0.3,81.8%,0.4,1.5,1.9,1.6,1.0,0.8,0.2,1.4
Nyara Sabally,72727,Rookie,26,0,13.5,4.9,1.9,3.3,57.5%,1.9,3.3,58.8%,0.0,0.1,0.0%,1.1,1.5,70.0%,1.3,2.7,4.0,0.6,0.5,0.9,0.7,1.6
Tiffany Mitchell,139050,UFA,24,0,16.3,4.9,1.6,4.5,34.9%,1.3,3.5,37.6%,0.3,1.0,25.0%,1.5,1.9,78.3%,0.5,1.1,1.5,0.8,0.6,0.5,0.0,1.2
Natisha Hiedeman,120000,RFA,40,0,15.2,4.9,1.8,4.8,38.0%,1.3,2.8,45.5%,0.6,2.1,28.0%,0.6,0.9,73.5%,0.4,1.2,1.6,2.4,1.1,0.8,0.2,1.2
Dorka Juhász,66597,Rookie,34,7,16.1,4.8,2.0,4.2,47.9%,1.7,3.2,52.7%,0.3,1.0,32.4%,0.4,0.6,65.0%,0.9,2.9,3.8,1.1,0.6,0.4,0.4,1.1
Kristy Wallace,71124,Rookie,26,15,17.2,4.7,1.8,4.5,40.2%,1.2,2.3,50.8%,0.7,2.2,29.3%,0.5,0.7,66.7%,0.4,1.4,1.8,1.7,0.7,0.7,0.2,1.1
Cecilia Zandalasini,64154,SuspCE,40,0,12.2,4.6,1.7,3.7,45.3%,0.9,2.0,46.2%,0.8,1.8,44.3%,0.5,0.7,62.1%,0.1,1.0,1.2,1.1,0.8,0.4,0.2,1.4
Diamond DeShields,100000,UFA,32,10,13.8,4.5,1.8,5.0,34.8%,1.5,3.4,43.1%,0.3,1.6,17.3%,0.7,1.1,61.1%,0.2,1.2,1.4,1.3,0.9,0.6,0.3,1.6
Damiris Dantas,97100,UFA,20,0,10.5,4.5,1.7,3.7,45.9%,1.1,2.1,51.2%,0.7,1.7,39.4%,0.4,0.6,66.7%,0.2,2.0,2.2,0.6,0.6,0.3,0.3,1.0
Sevgi Uzun,64154,Rookie,40,19,20.5,4.4,1.7,5.0,34.2%,1.2,2.9,41.7%,0.5,2.1,23.8%,0.5,0.6,82.6%,0.2,1.4,1.6,3.0,1.8,0.9,0.3,1.5
Layshia Clarendon,100000,UFA,21,12,15.9,4.3,1.5,3.6,42.7%,1.2,2.6,45.5%,0.3,1.0,35.0%,1.0,1.1,87.0%,0.3,1.5,1.8,2.6,1.2,0.7,0.0,2.1
Katie Lou Samuelson,175000,UFA,37,15,18.2,4.3,1.4,3.9,34.9%,0.5,1.2,39.1%,0.9,2.7,33.0%,0.6,0.7,96.0%,0.5,1.8,2.3,1.4,0.5,0.3,0.2,1.4
Destanni Henderson,8892,Hardship,6,0,17.5,4.0,1.7,4.8,34.5%,1.5,3.2,47.4%,0.2,1.7,10.0%,0.5,1.2,42.9%,0.0,2.0,2.0,2.5,1.7,0.3,0.2,0.8
Sika Kone,64154,,27,0,8.0,4.0,1.3,3.1,42.9%,1.2,2.9,41.6%,0.1,0.3,57.1%,1.1,1.3,86.1%,0.5,1.5,2.0,0.4,0.5,0.2,0.1,0.9
Mercedes Russell,160000,RFA,37,6,15.8,3.9,1.7,3.2,51.7%,1.7,3.2,51.7%,0.0,0.0,--,0.6,0.9,63.6%,0.7,2.3,3.0,0.8,0.7,0.6,0.2,1.2
Haley Jones,72727,,40,24,17.8,3.9,1.5,3.7,39.7%,1.3,3.0,44.1%,0.2,0.7,21.4%,0.8,1.2,70.2%,0.3,2.0,2.2,2.1,1.7,0.4,0.3,2.0
Natasha Mack,64154,UFA,40,11,15.5,3.8,1.8,3.1,57.3%,1.8,3.0,58.7%,0.0,0.1,0.0%,0.3,0.5,57.9%,1.5,3.5,5.0,1.1,0.7,0.7,1.2,1.4
Megan Gustafson,94000,UFA,38,7,10.7,3.7,1.4,2.8,50.0%,0.8,1.3,63.3%,0.6,1.5,38.6%,0.3,0.4,76.5%,0.6,1.3,1.9,0.2,0.4,0.3,0.1,1.6
Erica Wheeler,202154,UFA,39,2,14.0,3.6,1.5,3.6,41.1%,1.1,2.3,48.3%,0.4,1.3,28.8%,0.3,0.3,84.6%,0.2,1.2,1.4,1.8,0.9,0.4,0.1,1.2
Zia Cooke,69663,Rookie,29,0,8.9,3.6,1.2,3.9,32.1%,0.9,2.6,33.3%,0.4,1.3,29.7%,0.7,1.0,69.0%,0.1,0.5,0.6,0.6,0.7,0.3,0.1,0.8
Stephanie Talbot,115000,UFA,37,10,16.2,3.5,1.3,3.4,39.5%,1.0,2.0,48.6%,0.4,1.4,26.0%,0.5,0.8,69.0%,0.6,2.2,2.7,2.1,1.0,0.5,0.5,1.4
Kennedy Burke,76535,UFA,38,3,12.1,3.4,1.4,3.5,40.9%,1.0,1.9,52.7%,0.4,1.5,25.9%,0.2,0.3,66.7%,0.4,1.2,1.5,0.9,0.7,0.6,0.3,1.0
Olivia Nelson-Ododa,71124,Rookie,37,0,11.8,3.4,1.3,2.7,49.5%,1.3,2.7,49.5%,0.0,0.0,--,0.7,1.1,65.9%,0.8,1.7,2.5,0.2,0.8,0.4,0.6,1.7
Ivana Dojkić,64154,UFA,26,0,9.9,3.3,1.0,2.8,33.8%,0.3,1.2,28.1%,0.6,1.6,38.1%,0.8,1.0,77.8%,0.3,0.5,0.8,0.8,0.5,0.3,0.0,1.0
Nia Coffey,150000,UFA,40,11,13.3,3.3,1.2,3.7,32.4%,0.8,2.1,36.6%,0.5,1.7,27.3%,0.4,0.5,76.2%,0.5,1.9,2.4,1.2,1.0,0.3,0.7,1.2
Crystal Dangerfield,36436,Reserved,33,5,13.3,3.2,1.1,4.0,28.2%,0.6,2.1,29.0%,0.5,1.9,27.4%,0.5,0.5,88.2%,0.1,1.0,1.0,1.9,0.8,0.3,0.2,0.8
Crystal Dangerfield,21218,Hardship,33,5,13.3,3.2,1.1,4.0,28.2%,0.6,2.1,29.0%,0.5,1.9,27.4%,0.5,0.5,88.2%,0.1,1.0,1.0,1.9,0.8,0.3,0.2,0.8
Crystal Dangerfield,15912,Hardship,33,5,13.3,3.2,1.1,4.0,28.2%,0.6,2.1,29.0%,0.5,1.9,27.4%,0.5,0.5,88.2%,0.1,1.0,1.0,1.9,0.8,0.3,0.2,0.8
Mikiah Herbert Harrigan,64154,UFA,31,3,10.8,3.2,1.1,2.7,41.2%,0.6,1.1,54.5%,0.5,1.7,32.7%,0.4,0.6,55.0%,0.5,1.0,1.5,0.3,0.5,0.5,0.4,0.9
Victoria Vivians,85000,RFA,35,15,12.7,3.1,1.2,3.5,33.3%,0.5,1.5,35.2%,0.6,2.0,31.9%,0.2,0.3,66.7%,0.5,1.4,2.0,0.8,0.6,0.4,0.2,1.2
