Player,2021 Salary,2021 Signing,G,GS,MIN,PTS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,STL,BLK,PF
Kia Nurse,70040,,32,32,26.1,9.5,3.1,8.5,35.9%,1.2,3.3,36.8%,1.8,5.2,35.3%,1.5,1.9,79.0%,0.4,3.1,3.5,1.8,1.5,0.5,0.1,2.3
Brittney Sykes,110000,RFA,32,20,29.4,9.4,3.6,8.9,40.5%,3.3,7.6,43.0%,0.3,1.3,26.2%,1.9,2.5,77.2%,1.2,3.4,4.6,2.2,1.4,1.8,0.5,2.5
Kristi Toliver,190550,,19,19,27.6,9.4,3.5,8.5,41.4%,2.1,4.2,49.4%,1.5,4.4,33.7%,0.8,1.0,84.2%,0.5,1.0,1.5,2.9,1.7,0.7,0.0,1.9
Amanda Zahui B.,135000,UFA,30,27,23.8,9.2,3.5,8.2,42.9%,2.5,4.7,54.3%,1.0,3.6,28.0%,1.1,1.4,76.7%,0.8,4.3,5.1,1.0,1.8,0.6,1.2,3.3
Rebecca Allen,105037,SuspCE,25,13,24.6,9.2,3.0,8.6,34.3%,1.0,3.6,28.9%,1.9,5.0,38.1%,1.3,1.5,89.2%,0.8,2.9,3.7,1.1,0.8,1.6,1.2,2.2
Te'a Cooper,58710,Reserved,31,13,22.0,9.1,3.1,8.3,37.9%,2.4,5.9,40.1%,0.8,2.4,32.4%,2.0,2.7,75.0%,0.1,1.6,1.7,1.4,1.8,0.9,0.2,2.2
Crystal Bradford,58710,UFA,24,9,18.3,8.8,3.4,8.0,42.9%,2.2,4.6,48.2%,1.2,3.4,35.8%,0.8,1.6,46.2%,1.3,2.5,3.8,1.5,1.0,1.2,0.4,2.3
Odyssey Sims,111520,,30,21,25.1,8.7,3.5,9.5,37.0%,3.0,7.2,41.4%,0.5,2.3,23.2%,1.2,1.6,72.9%,0.5,2.0,2.5,3.6,1.6,1.2,0.1,1.5
Odyssey Sims,75000,UFA,30,21,25.1,8.7,3.5,9.5,37.0%,3.0,7.2,41.4%,0.5,2.3,23.2%,1.2,1.6,72.9%,0.5,2.0,2.5,3.6,1.6,1.2,0.1,1.5
Natasha Cloud,190000,SuspCE,27,27,31.6,8.7,3.0,7.7,38.9%,2.0,4.2,48.7%,1.0,3.5,27.4%,1.7,2.0,83.6%,0.4,3.2,3.6,6.4,2.2,1.4,0.1,2.3
Michaela Onyenwere,67208,Rookie,32,29,22.2,8.6,2.8,7.1,40.1%,1.7,3.6,47.4%,1.2,3.5,32.7%,1.8,2.1,83.6%,0.7,2.3,2.9,0.6,1.1,0.4,0.3,2.5
Nia Coffey,70040,UFA,32,17,25.2,8.3,2.9,6.9,42.1%,1.3,3.2,42.6%,1.6,3.8,41.7%,0.9,1.1,77.8%,0.6,3.3,3.8,0.9,1.4,0.8,1.2,2.7
Monique Billings,70040,,31,9,23.9,8.1,3.2,6.5,49.5%,3.2,6.5,50.0%,0.0,0.1,0.0%,1.7,2.5,67.5%,2.8,3.6,6.5,1.0,1.4,1.2,1.0,2.5
Brianna Turner,58710,,32,32,31.1,7.8,3.4,6.1,55.4%,3.4,6.1,55.7%,0.0,0.0,0.0%,1.0,1.4,71.7%,2.4,7.0,9.4,1.8,1.5,0.8,1.3,2.2
Crystal Dangerfield,60946,,31,10,20.1,7.7,2.8,7.2,38.8%,1.9,4.7,40.4%,0.9,2.5,35.9%,1.2,1.4,85.7%,0.3,1.7,2.0,2.8,1.4,0.7,0.1,1.9
Damiris Dantas,126000,,24,20,23.8,7.7,2.8,7.3,37.7%,1.3,3.0,43.8%,1.4,4.3,33.3%,0.8,1.0,75.0%,0.6,3.4,4.0,2.3,1.8,0.4,0.3,2.0
Natisha Hiedeman,58710,Reserved,32,5,20.1,7.6,2.4,6.1,40.0%,0.8,2.1,40.3%,1.6,4.0,39.8%,1.1,1.6,70.0%,0.2,1.7,1.9,1.9,0.9,0.8,0.2,1.9
Kayla Thornton,89200,,31,25,27.6,7.5,2.7,6.4,42.1%,2.0,4.3,45.5%,0.7,2.0,34.9%,1.5,1.7,84.9%,2.1,3.5,5.6,1.5,1.0,0.8,0.2,2.0
Stefanie Dolson,175000,,24,15,20.0,7.5,3.0,6.1,48.6%,2.2,4.1,52.5%,0.8,2.0,40.4%,0.8,0.8,94.7%,0.7,2.8,3.5,1.3,1.3,0.3,0.8,2.7
Azura Stevens,70040,,30,11,19.6,7.4,3.0,6.0,50.0%,2.5,4.5,55.6%,0.5,1.5,33.3%,0.9,1.1,81.3%,1.6,2.9,4.6,0.8,0.9,0.8,0.7,1.8
Mercedes Russell,70040,,30,28,24.7,7.3,3.1,5.0,61.7%,3.1,5.0,61.7%,0.0,0.0,--,1.2,1.6,76.6%,1.7,4.5,6.1,1.6,1.3,0.9,0.4,2.6
Chiney Ogwumike,113000,SuspCE,7,3,19.2,7.0,2.9,7.0,40.8%,2.4,6.4,37.8%,0.4,0.6,75.0%,0.9,1.1,75.0%,1.6,2.6,4.1,1.1,0.9,0.9,0.4,3.3
Katie Lou Samuelson,60069,,27,24,21.0,7.0,2.7,5.9,45.6%,1.7,3.1,54.8%,1.0,2.7,35.1%,0.7,1.0,73.1%,0.4,3.1,3.5,1.7,1.1,0.7,0.3,1.7
Briann January,121500,,29,29,30.2,7.0,2.4,5.8,42.5%,1.5,3.3,45.8%,0.9,2.4,38.0%,1.1,1.3,86.8%,0.3,1.1,1.4,3.1,1.8,0.9,0.1,2.0
Shatori Walker-Kimbrough,24330,ROS,17,13,20.6,6.9,2.4,4.6,51.3%,1.9,3.1,60.4%,0.5,1.5,32.0%,1.8,2.1,85.7%,0.2,1.2,1.4,0.9,1.2,0.7,0.3,1.6
Shatori Walker-Kimbrough,10322,7D,17,13,20.6,6.9,2.4,4.6,51.3%,1.9,3.1,60.4%,0.5,1.5,32.0%,1.8,2.1,85.7%,0.2,1.2,1.4,0.9,1.2,0.7,0.3,1.6
Shatori Walker-Kimbrough,3871,UFA,17,13,20.6,6.9,2.4,4.6,51.3%,1.9,3.1,60.4%,0.5,1.5,32.0%,1.8,2.1,85.7%,0.2,1.2,1.4,0.9,1.2,0.7,0.3,1.6
Victoria Vivians,62014,,31,8,21.3,6.8,2.5,7.5,33.3%,1.5,3.4,43.3%,1.0,4.1,25.2%,0.8,1.0,83.3%,0.5,2.6,3.1,1.3,1.3,1.1,0.1,1.8
Ezi Magbegor,58710,,30,3,15.2,6.7,2.7,5.3,50.6%,2.5,5.0,50.3%,0.2,0.3,55.6%,1.1,1.3,84.6%,1.5,2.3,3.9,0.8,0.9,0.6,0.9,2.2
Astou Ndour-Fall,108421,,20,8,17.1,6.6,2.3,5.8,39.7%,1.9,4.1,46.3%,0.4,1.7,23.5%,1.6,1.7,94.1%,1.6,3.2,4.8,0.4,0.9,0.4,0.8,2.2
Astou Ndour-Fall,70040,UFA,20,8,17.1,6.6,2.3,5.8,39.7%,1.9,4.1,46.3%,0.4,1.7,23.5%,1.6,1.7,94.1%,1.6,3.2,4.8,0.4,0.9,0.4,0.8,2.2
Jantel Lavender,175000,UFA,27,14,20.0,6.4,2.8,7.0,40.4%,2.7,6.2,42.9%,0.1,0.7,20.0%,0.7,0.7,90.0%,1.7,2.2,3.9,1.5,1.4,0.0,0.1,1.8
Candice Dupree,142000,UFA,26,6,17.8,6.4,2.8,6.5,43.5%,2.8,6.3,44.8%,0.0,0.3,14.3%,0.7,0.8,81.8%,0.6,2.4,3.0,0.7,0.8,0.5,0.2,1.1
Candice Dupree,36541,ROS,26,6,17.8,6.4,2.8,6.5,43.5%,2.8,6.3,44.8%,0.0,0.3,14.3%,0.7,0.8,81.8%,0.6,2.4,3.0,0.7,0.8,0.5,0.2,1.1
Theresa Plaisance,70040,UFA,31,11,18.0,6.4,2.3,6.5,35.1%,1.2,2.8,41.9%,1.1,3.7,30.2%,0.7,0.9,81.5%,0.7,3.7,4.4,1.4,1.2,0.8,0.7,2.2
Leilani Mitchell,123500,,31,12,23.4,6.4,2.1,5.7,36.0%,0.5,1.2,36.8%,1.6,4.5,35.7%,0.6,0.7,82.6%,0.4,1.6,2.0,2.5,1.1,0.5,0.1,1.5
Aari McDonald,70040,Rookie,30,4,16.4,6.3,1.9,5.8,32.2%,0.8,2.3,34.3%,1.1,3.5,30.8%,1.5,1.7,88.2%,0.3,1.3,1.6,2.0,1.2,0.8,0.2,1.8
Jazmine Jones,63751,,27,0,16.6,5.9,2.0,5.5,35.6%,1.3,3.8,34.3%,0.7,1.7,38.3%,1.3,1.7,76.1%,0.4,2.0,2.4,1.1,1.6,0.5,0.4,2.4
Reshanda Gray,34651,ROS,15,0,14.0,5.9,2.3,4.3,53.1%,2.1,3.7,58.2%,0.1,0.6,22.2%,1.2,1.7,69.2%,0.9,2.7,3.5,0.3,1.4,0.3,0.3,3.1
Reshanda Gray,10506,Hardship,15,0,14.0,5.9,2.3,4.3,53.1%,2.1,3.7,58.2%,0.1,0.6,22.2%,1.2,1.7,69.2%,0.9,2.7,3.5,0.3,1.4,0.3,0.3,3.1
Jessica Breland,145000,UFA,26,18,20.9,5.8,2.6,6.9,37.2%,2.4,6.3,37.8%,0.2,0.6,31.3%,0.5,0.7,68.4%,1.4,4.8,6.3,2.0,1.8,0.6,1.5,2.0
Elizabeth Williams,119000,,32,32,23.8,5.8,2.5,4.8,51.6%,2.5,4.8,51.6%,0.0,0.0,--,0.8,1.7,50.9%,2.0,2.9,4.9,1.2,0.8,1.1,1.3,1.9
Jordin Canada,70040,,29,3,18.7,5.8,1.9,5.0,38.9%,1.8,4.5,40.8%,0.1,0.5,21.4%,1.8,2.2,84.1%,0.6,1.7,2.3,3.0,1.1,0.7,0.1,1.0
Ruthy Hebard,66555,Rookie,30,6,16.8,5.8,2.4,4.6,52.9%,2.4,4.5,53.7%,0.0,0.1,0.0%,0.9,1.1,79.4%,1.4,3.0,4.4,0.8,0.6,0.7,0.7,2.0
Epiphanny Prince,115000,UFA,29,2,14.3,5.8,2.0,4.6,43.9%,1.1,2.8,40.2%,0.9,1.7,50.0%,0.9,1.0,89.7%,0.3,1.3,1.6,1.7,0.9,0.7,0.2,1.1
Stephanie Talbot,70040,SuspCE,30,9,17.9,5.7,2.3,4.8,48.3%,1.4,2.6,53.8%,0.9,2.2,41.5%,0.2,0.3,75.0%,0.4,2.5,2.9,1.6,1.6,0.5,0.4,1.9
Kylee Shook,60946,,30,19,18.9,5.7,2.4,5.1,46.7%,1.6,3.0,51.6%,0.8,2.0,39.3%,0.1,0.2,80.0%,0.7,3.4,4.0,1.4,1.3,0.3,0.5,1.6
Sophie Cunningham,58710,,30,4,17.5,5.6,2.0,4.5,43.7%,0.9,1.9,47.4%,1.1,2.6,41.0%,0.6,0.9,70.4%,0.3,1.7,2.0,1.1,0.5,0.5,0.2,1.9
Alyssa Thomas,200000,UFA,2,0,17.6,5.5,2.0,7.5,26.7%,2.0,7.5,26.7%,0.0,0.0,--,1.5,2.0,75.0%,0.5,4.5,5.0,2.0,1.5,0.5,0.0,2.0
Emma Cannon,12978,7D,20,6,14.7,5.5,2.3,5.1,44.6%,1.9,3.9,49.4%,0.4,1.2,29.2%,0.7,0.9,72.2%,1.3,2.5,3.7,0.9,1.6,0.3,0.2,2.1
Emma Cannon,11124,Reserved,20,6,14.7,5.5,2.3,5.1,44.6%,1.9,3.9,49.4%,0.4,1.2,29.2%,0.7,0.9,72.2%,1.3,2.5,3.7,0.9,1.6,0.3,0.2,2.1
Emma Cannon,9734,Hardship,20,6,14.7,5.5,2.3,5.1,44.6%,1.9,3.9,49.4%,0.4,1.2,29.2%,0.7,0.9,72.2%,1.3,2.5,3.7,0.9,1.6,0.3,0.2,2.1
Emma Cannon,9270,Hardship,20,6,14.7,5.5,2.3,5.1,44.6%,1.9,3.9,49.4%,0.4,1.2,29.2%,0.7,0.9,72.2%,1.3,2.5,3.7,0.9,1.6,0.3,0.2,2.1
Moriah Jefferson,175100,,29,28,17.2,5.4,2.3,5.1,44.9%,1.5,3.3,44.3%,0.8,1.7,46.0%,0.1,0.2,60.0%,0.4,1.6,2.0,2.5,1.4,0.8,0.2,1.4
Lindsay Allen,70040,Reserved,32,8,17.8,5.4,2.0,4.8,42.8%,1.6,3.3,48.6%,0.4,1.5,29.8%,0.9,1.2,81.1%,0.3,1.2,1.5,3.0,1.0,0.5,0.1,1.1
Shey Peddy,58710,Reserved,32,5,17.5,5.4,1.9,4.6,41.2%,1.1,2.1,50.7%,0.8,2.5,33.3%,0.7,0.8,92.0%,0.8,1.6,2.3,2.5,1.0,0.9,0.1,1.0
Rachel Banham,52042,,27,0,12.6,5.0,1.9,4.8,39.5%,0.9,2.0,42.6%,1.0,2.8,37.3%,0.2,0.3,62.5%,0.1,1.1,1.2,1.6,0.9,0.3,0.1,1.7
Rachel Banham,31702,ROS,27,0,12.6,5.0,1.9,4.8,39.5%,0.9,2.0,42.6%,1.0,2.8,37.3%,0.2,0.3,62.5%,0.1,1.1,1.2,1.6,0.9,0.3,0.1,1.7
Tianna Hawkins,140000,UFA,28,8,15.5,4.9,1.8,4.5,39.7%,1.2,2.1,56.7%,0.6,2.4,24.2%,0.8,0.8,91.3%,0.5,2.6,3.1,0.6,1.1,0.4,0.5,2.2
Bernadett Hatar,58710,SuspCE,7,2,15.2,4.9,2.0,4.1,48.3%,2.0,4.1,48.3%,0.0,0.0,--,0.9,1.0,85.7%,1.0,1.6,2.6,0.3,1.6,0.4,0.4,2.6
Bridget Carleton,58710,Reserved,32,10,19.3,4.8,1.7,4.3,40.1%,0.9,2.0,44.4%,0.8,2.3,36.5%,0.5,0.6,80.0%,0.7,1.6,2.3,1.5,0.8,0.8,0.2,1.5
Kia Vaughn,110000,UFA,28,2,15.8,4.6,2.1,4.8,44.4%,2.1,4.7,44.7%,0.0,0.0,0.0%,0.4,0.7,60.0%,0.8,1.9,2.7,1.3,1.3,0.2,0.2,1.6
Megan Walker,63751,,29,7,14.7,4.5,1.6,5.1,31.1%,0.9,2.5,35.6%,0.7,2.6,26.7%,0.7,1.0,63.3%,0.2,1.1,1.3,0.9,0.8,0.2,0.3,1.8
Sydney Wiese,80000,,27,8,21.4,4.4,1.5,4.7,32.3%,0.7,1.8,37.5%,0.9,2.9,29.1%,0.5,0.7,77.8%,0.2,1.1,1.3,1.6,1.0,0.4,0.0,0.7
Tyasha Harris,66555,,32,3,16.3,4.4,1.5,4.5,33.6%,0.9,2.6,33.3%,0.6,1.8,33.9%,0.8,0.9,83.3%,0.3,1.3,1.6,2.7,1.0,0.4,0.3,1.3
Bria Holmes,35389,UFA,19,5,16.7,4.4,1.6,5.1,32.3%,1.2,3.3,36.5%,0.4,1.7,24.2%,0.7,1.2,56.5%,1.1,1.5,2.6,1.1,1.1,0.8,0.3,1.1
Bria Holmes,7742,7D,19,5,16.7,4.4,1.6,5.1,32.3%,1.2,3.3,36.5%,0.4,1.7,24.2%,0.7,1.2,56.5%,1.1,1.5,2.6,1.1,1.1,0.8,0.3,1.1
Bria Holmes,6635,Hardship,19,5,16.7,4.4,1.6,5.1,32.3%,1.2,3.3,36.5%,0.4,1.7,24.2%,0.7,1.2,56.5%,1.1,1.5,2.6,1.1,1.1,0.8,0.3,1.1
Shavonte Zellous,70040,UFA,28,5,15.8,4.3,1.5,4.1,37.7%,1.2,2.6,45.2%,0.4,1.5,24.4%,0.9,1.1,80.6%,0.6,1.8,2.4,1.6,0.8,0.4,0.2,1.7
Kaila Charles,60946,,30,4,16.3,4.3,1.6,4.4,36.8%,1.3,3.3,39.0%,0.3,1.1,30.3%,0.7,0.8,87.5%,1.1,1.7,2.8,1.1,0.9,0.5,0.4,2.0
Erica McCall,72000,RFA,23,6,15.5,4.1,1.6,3.2,50.0%,1.6,3.2,50.7%,0.0,0.0,0.0%,0.9,1.4,62.5%,1.4,2.9,4.3,0.6,0.9,0.3,0.4,2.0
Megan Gustafson,16068,ROS,11,1,9.9,4.0,1.7,2.9,59.4%,1.7,2.7,63.3%,0.0,0.2,0.0%,0.5,0.8,66.7%,1.0,2.6,3.6,0.0,0.8,0.2,0.1,0.9
