model,train_years,test_year,n_train,n_test,n_features,RMSE,MAE,MAPE,R2,residual_definition
RandomForestRegressor,2021-2024,2025,742,223,25,41368.59784601421,30376.251303988436,1.2870129849581213,0.6342031366014038,predicted - actual
