salary
175000
221450
190550
190550
58710
70040
121500
70040
221450
209550
190550
70040
58710
215000
117894
221450
175000
120000
119780
190550
165000
221450
221450
69360
190550
221450
180000
190550
190000
58710
194000
70040
60069
144200
69360
160000
69360
150350
152300
70040
60069
190550
154500
185000
91250
200000
185000
221450
120000
33914
17694
155000
70040
110000
190550
135000
105037
58710
58710
111520
75000
190000
67208
70040
70040
58710
60946
126000
58710
89200
175000
70040
70040
113000
60069
121500
24330
10322
3871
62014
58710
108421
70040
175000
142000
36541
70040
123500
70040
63751
34651
10506
145000
119000
70040
66555
115000
70040
60946
58710
200000
12978
11124
9734
9270
175100
70040
58710
52042
31702
140000
58710
58710
110000
63751
80000
66555
35389
7742
6635
70040
60946
72000
16068
12978
6180
190550
164500
17304
17150
3245
70040
13596
11124
61543
61543
60946
58710
61543
29664
34315
29664
66555
20394
464
175100
14908
70040
20609
61543
30900
3708
58710
3318
9270
15564
29664
58710
70040
58710
47185
1106
45000
35200
5099
2781
2472
58710
58710
64375
61543
24330
10322
6635
3318
67208
31095
4326
1391
190550
12978
67208
6798
3245
1391
3245
66555
228094
180250
227900
72141
196267
200000
196267
76297
227900
228094
228094
72141
72141
200000
221450
215000
56673
34285
170000
205000
196267
200000
120000
206267
72141
72141
227900
206000
164800
196267
195000
150000
141386
113300
75000
185000
190550
195000
135000
76297
196267
103000
71441
72141
4490
3143
1796
185000
140000
170953
67141
40713
72141
72141
72141
60471
152800
98000
72141
170000
76297
159000
72141
60471
60471
185400
60471
160000
183000
107040
72141
72141
144000
155000
72141
72141
66306
116390
68260
141000
72141
6428
3750
2678
50713
2143
62774
8571
2678
1607
145000
190000
63389
148400
150350
140000
130000
69000
3592
31882
10477
196100
3592
25745
16166
2694
36428
90000
63389
160000
72141
129150
72141
73211
72141
7500
5357
2143
1607
68552
4041
63389
19285
72141
72141
62774
63389
72141
5357
3750
2143
115000
69224
37420
114000
72141
72141
140000
24999
12573
10477
8083
24996
23350
175911
23000
3214
61049
26344
16764
12573
71441
70127
9285
8382
69224
110000
73211
62774
115000
37121
36428
19999
15000
60471
66306
30535
14968
12573
8083
71441
160000
60471
3143
1796
60471
66306
68552
72141
63389
36428
4041
66306
4041
3143
18560
1347
60471
20955
12573
6586
2994
63389
9878
60471
4490
1796
898
2245
8532
234936
180000
202154
202154
234936
199530
205000
200000
86701
206000
165000
165100
73584
234350
194600
86701
234350
227900
234936
208000
190000
212000
73584
196267
216100
202000
74305
201984
159650
74305
201984
190000
78000
74305
162477
190000
175000
211150
150000
74305
190000
194000
137500
160000
73584
242154
135000
142500
100000
100000
69053
169000
75407
120000
90000
100000
69053
80000
62285
74305
120000
74305
78586
35861
14538
62675
8723
135000
62285
100000
68295
135000
110000
64657
46758
136850
95000
74305
65290
90000
142500
155000
80000
83194
175100
62285
74305
74305
201984
135000
160000
67634
74305
145000
68295
70609
64657
109716
62285
71300
64657
65290
160000
83194
62285
13811
12186
7582
74305
71300
67634
75000
34934
1219
62285
150000
60736
13569
91000
16790
71300
190000
62285
78586
74305
70609
74305
71300
16248
2031
81000
23289
24413
7853
5686
2843
2437
25456
12457
6634
48460
4361
68000
23289
10425
1219
31014
7431
27622
17467
2843
67634
74305
67634
62285
12999
6904
6093
17873
24372
62285
74305
79690
20040
8530
8529
10561
10176
9207
1454
65290
38183
3656
8666
9749
1625
227303
241984
241984
205000
215469
241984
76535
212000
202000
195000
200000
150000
234350
76535
80943
189000
204500
169950
185000
208219
208000
209593
234936
200000
130000
217592
190000
75792
212000
73439
76535
78469
15912
13072
9851
200000
180000
80943
195700
155000
200000
175000
218000
185000
80943
97100
23491
150000
165000
76535
215000
125000
185000
88000
75792
200000
89302
196267
155000
125000
189500
80340
180200
73439
142500
76535
97850
35237
19702
5304
160000
64154
78469
69663
67249
85690
90000
160000
76535
194670
64154
110000
125000
71124
125000
95000
110000
77669
73439
64154
36841
64767
140000
72727
139050
120000
66597
71124
64154
100000
97100
64154
100000
175000
8892
64154
160000
72727
64154
94000
202154
69663
115000
76535
71124
64154
150000
36436
21218
15912
64154
85000
76535
50180
1270
5304
1516
61380
75792
74398
72727
64154
29962
13338
8893
4446
67249
8892
635
76535
64154
73439
64154
19056
2858
17150
13338
32395
4446
18415
8892
6352
2541
100000
141500
150000
70344
72727
64154
125000
76535
45098
8892
3811
30489
72727
64154
13188
32395
8892
64154
635
27280
67249
13339
8892
9987
10798
8893
