player,salary,team,signing,group,rookie_flag,hardship_flag,vet_flag,unknown_flag,avail_rate,start_rate,team_min,starter,rotation,pts40,ast40,reb40,stocks,stocks40,pps,ft_rate,three_rate,ast_tov,ws_game,ws40,ts_diff,efg_diff,team_power,ws_rookie,ws_vet,ws_hardship,pts_rookie,pts_vet,pts_hardship
Rhyne Howard,91981,ATL,Rookie,rookie,1,0,0,0,0.75,0.9696969696969697,26.15909090909091,1,1,20.057306590257884,5.2722063037249285,5.157593123209169,2.3,2.6361031518624642,1.0489091345001198,0.2384105960264901,0.6357615894039735,2.705882352941176,0.15454545454545454,0.17723718505647262,-0.031000000000000028,-0.03700000000000003,1.2293152868634125,5.1,0.0,0.0,17.5,0.0,0.0
Jackie Young,169950,LVA,,unknown,0,0,0,1,1.0,1.0,30.363636363636363,1,1,21.710526315789476,6.7105263157894735,5.921052631578948,1.7000000000000002,2.2368421052631584,1.1949594438006952,0.25806451612903225,0.41129032258064513,2.318181818181818,0.15,0.19760479041916165,0.04399999999999993,0.04200000000000004,0.6697824024560418,0.0,0.0,0.0,0.0,0.0,0.0
Caitlin Clark,78066,IND,,unknown,0,0,0,1,0.29545454545454547,1.0,9.181818181818182,1,1,21.221864951768488,11.318327974276528,6.430868167202572,2.1,2.7009646302250805,0.9837824946339138,0.25165562913907286,0.5298013245033113,1.7254901960784317,0.038461538461538464,0.04950495049504951,-0.06300000000000006,-0.07600000000000001,0.4085994662347417,0.0,0.0,0.0,0.0,0.0,0.0
Satou Sabally,215000,PHO,Core,veteran,0,0,1,0,0.8863636363636364,1.0,23.613636363636363,1,1,24.51127819548872,3.7593984962406015,8.87218045112782,1.6,2.406015037593985,1.0675923500130995,0.3560606060606061,0.4090909090909091,1.25,0.09743589743589744,0.14629451395572665,-0.009000000000000008,-0.03300000000000003,0.5112900678967056,0.0,3.8,0.0,0.0,16.3,0.0
Tina Charles,170000,CON,UFA,veteran,0,0,1,0,0.9772727272727273,0.9767441860465116,27.772727272727273,1,1,22.957746478873243,2.394366197183099,8.169014084507042,1.2000000000000002,1.690140845070423,1.0300808897876643,0.3333333333333333,0.07971014492753624,0.8947368421052632,0.03488372093023256,0.04909983633387889,0.010000000000000009,-0.009000000000000008,-1.8186115421419249,0.0,1.5,0.0,0.0,16.3,0.0
Kahleah Copper,248134,PHO,Core,veteran,0,0,1,0,0.6363636363636364,1.0,17.09090909090909,1,1,23.197026022304833,2.2304832713754648,4.312267657992566,1.3,1.9330855018587363,1.093662366797532,0.24031007751937986,0.4186046511627907,0.6818181818181818,0.04285714285714286,0.06382978723404255,0.006000000000000005,0.0010000000000000009,0.5112900678967056,0.0,1.2,0.0,0.0,15.6,0.0
Arike Ogunbowale,249032,DAL,,unknown,0,0,0,1,0.6590909090909091,1.0,21.954545454545453,1,1,18.61861861861862,4.924924924924925,3.003003003003003,1.5,1.8018018018018018,0.9897828863346104,0.28776978417266186,0.38848920863309355,1.952380952380952,0.027586206896551727,0.033126293995859216,-0.020000000000000018,-0.045999999999999985,-1.3615149941003584,0.0,0.0,0.0,0.0,0.0,0.0
Skylar Diggins,214466,SEA,UFA,veteran,0,0,1,0,0.9772727272727273,1.0,30.522727272727273,1,1,19.871794871794872,7.692307692307693,3.2051282051282053,2.0,2.5641025641025643,1.0737046273205875,0.35200000000000004,0.32,2.857142857142857,0.10697674418604651,0.13700670141474308,-0.0030000000000000027,-0.02400000000000002,0.24831765944039572,0.0,4.6,0.0,0.0,15.5,0.0
Alyssa Thomas,215000,PHO,Core,veteran,0,0,1,0,0.8863636363636364,1.0,27.75,1,1,19.680511182108624,11.757188498402554,11.246006389776358,2.0,2.5559105431309903,1.1414171360806404,0.3706896551724138,0.017241379310344827,2.6285714285714286,0.17692307692307693,0.22604422604422605,0.025999999999999912,0.030000000000000027,0.5112900678967056,0.0,6.9,0.0,0.0,15.4,0.0
Aliyah Boston,83371,IND,Rookie,rookie,1,0,0,0,1.0,1.0,30.15909090909091,1,1,19.867549668874172,4.90066225165563,10.860927152317881,2.1,2.7814569536423845,1.1581222977146386,0.28695652173913044,0.0608695652173913,2.055555555555556,0.16136363636363635,0.21401657874905802,0.025999999999999912,0.027000000000000024,0.4085994662347417,7.1,0.0,0.0,15.0,0.0,0.0
Sonia Citron,78831,WAS,Rookie,rookie,1,0,0,0,1.0,1.0,32.15909090909091,1,1,18.509316770186334,2.981366459627329,4.968944099378882,1.7000000000000002,2.111801242236025,1.211776187378009,0.31481481481481477,0.3796296296296296,1.1428571428571428,0.09545454545454546,0.11872791519434629,0.07899999999999996,0.07300000000000006,-0.8949866139096142,4.2,0.0,0.0,14.9,0.0,0.0
Rickea Jackson,78066,LAS,Rookie,rookie,1,0,0,0,0.8636363636363636,0.9736842105263158,26.65909090909091,1,1,19.029126213592235,2.2006472491909386,4.142394822006473,1.0,1.2944983818770228,1.0618318405085236,0.20472440944881892,0.38582677165354334,0.8095238095238094,0.007894736842105263,0.010230179028132991,-0.03299999999999992,-0.029000000000000026,-0.4043709924578387,0.3,0.0,0.0,14.7,0.0,0.0
Angel Reese,74909,CHI,Rookie,rookie,1,0,0,0,0.6818181818181818,1.0,21.522727272727273,1,1,18.607594936708857,4.6835443037974684,15.949367088607593,2.2,2.7848101265822782,1.0802469135802468,0.5135135135135136,0.06306306306306306,0.9487179487179488,0.06333333333333332,0.08025343189017951,0.02100000000000002,-0.011999999999999955,-1.8591173596021162,1.9,0.0,0.0,14.7,0.0,0.0
Marina Mabrey,210000,CON,RFA,veteran,0,0,1,0,0.7954545454545454,0.9714285714285714,25.068181818181817,1,1,18.285714285714285,5.079365079365079,5.333333333333333,1.0,1.2698412698412698,0.9571922361074182,0.18705035971223022,0.5035971223021583,1.4285714285714286,-0.03142857142857143,-0.03989120580235721,-0.028000000000000025,-0.02400000000000002,-1.8186115421419249,-0.0,-1.1,-0.0,0.0,14.4,0.0
Kayla McBride,205000,MIN,UFA,veteran,0,0,1,0,0.8863636363636364,1.0,27.727272727272727,1,1,18.14696485623003,4.472843450479233,2.9392971246006385,1.4000000000000001,1.7891373801916934,1.1650804069576632,0.24545454545454548,0.6090909090909091,2.058823529411765,0.11794871794871795,0.15081967213114753,0.01200000000000001,-0.006000000000000005,1.6774743240099597,0.0,4.6,0.0,0.0,14.2,0.0
Brittney Sykes,195000,TOT,UFA,veteran,0,0,1,0,0.8863636363636364,0.9743589743589743,27.136363636363637,1,1,18.431372549019606,5.228758169934641,4.183006535947713,1.6,2.0915032679738563,0.9954815024004519,0.47863247863247865,0.22222222222222224,1.6,0.035897435897435895,0.04690117252931323,,,0.24831765944039572,0.0,1.4,0.0,0.0,14.1,0.0
Kayla Thornton,132000,GSV,,unknown,0,0,0,1,0.5,1.0,15.045454545454545,1,1,18.6046511627907,1.993355481727575,9.30232558139535,1.5,1.993355481727575,0.9909399773499433,0.29600000000000004,0.52,0.9375,0.07727272727272727,0.10271903323262839,-0.038000000000000034,-0.046999999999999986,0.17357702568400166,0.0,0.0,0.0,0.0,0.0,0.0
Jonquel Jones,209000,NYL,UFA,veteran,0,0,1,0,0.7045454545454546,1.0,18.863636363636363,1,1,20.298507462686565,4.029850746268656,12.089552238805968,1.6,2.388059701492537,1.2168933428775948,0.29292929292929293,0.40404040404040403,1.2857142857142858,0.11612903225806452,0.17349397590361446,0.03700000000000003,0.050999999999999934,0.6796248973640951,0.0,3.6,0.0,0.0,13.6,0.0
Courtney Williams,180000,MIN,UFA,veteran,0,0,1,0,1.0,1.0,28.636363636363637,1,1,19.02097902097902,8.671328671328672,6.853146853146853,1.6,2.237762237762238,0.9906759906759907,0.09090909090909091,0.25757575757575757,2.695652173913044,0.1,0.13968253968253969,-0.07599999999999996,-0.06400000000000006,1.6774743240099597,0.0,4.4,0.0,0.0,13.6,0.0
Kamilla Cardoso,78066,CHI,Rookie,rookie,1,0,0,0,0.9090909090909091,0.975,25.045454545454547,1,1,19.71014492753623,3.6231884057971016,12.318840579710145,1.6,2.318840579710145,1.1284434118818454,0.3113207547169811,0.009433962264150945,1.0416666666666667,0.0625,0.09074410163339383,0.04899999999999993,0.05400000000000005,-1.8591173596021162,2.5,0.0,0.0,13.6,0.0,0.0
Emma Meesseman,75694,NYL,UFA,veteran,0,0,1,0,0.38636363636363635,0.7058823529411765,10.0,1,1,20.694980694980696,4.942084942084943,7.876447876447876,2.0,3.088803088803089,1.2924382716049383,0.23404255319148937,0.1276595744680851,1.5238095238095237,0.12352941176470589,0.19090909090909092,0.07600000000000007,0.08999999999999997,0.6796248973640951,0.0,2.1,0.0,0.0,13.4,0.0
Kiki Iriafen,78831,WAS,Rookie,rookie,1,0,0,0,1.0,1.0,26.931818181818183,1,1,19.776951672862456,2.379182156133829,12.639405204460967,0.8,1.1895910780669146,1.1028192371475953,0.3883495145631068,0.029126213592233007,0.7272727272727273,0.06818181818181818,0.10126582278481013,0.018000000000000016,0.007000000000000006,-0.8949866139096142,3.0,0.0,0.0,13.3,0.0,0.0
Ariel Atkins,223000,CHI,,unknown,0,0,0,1,0.7727272727272727,1.0,22.045454545454547,1,1,18.3859649122807,5.052631578947368,4.771929824561403,2.3,3.228070175438596,1.1019515477792732,0.25233644859813087,0.3271028037383178,1.44,0.047058823529411764,0.06597938144329897,0.03500000000000003,0.027000000000000024,-1.8591173596021162,0.0,0.0,0.0,0.0,0.0,0.0
Brionna Jones,214466,ATL,UFA,veteran,0,0,1,0,1.0,1.0,26.568181818181817,1,1,19.24812030075188,3.3082706766917296,10.977443609022556,1.9000000000000001,2.857142857142857,1.161524500907441,0.30927835051546393,0.10309278350515465,1.4666666666666668,0.15454545454545454,0.23267750213857996,0.025999999999999912,0.027000000000000024,1.2293152868634125,0.0,6.8,0.0,0.0,12.8,0.0
Azura Stevens,195000,LAS,UFA,veteran,0,0,1,0,1.0,1.0,28.386363636363637,1,1,18.028169014084508,2.95774647887324,11.267605633802818,2.3,3.23943661971831,1.194921583271098,0.23711340206185566,0.45360824742268047,1.4000000000000001,0.10681818181818183,0.15052041633306645,0.03300000000000003,0.04299999999999993,-0.4043709924578387,0.0,4.7,0.0,0.0,12.8,0.0
Maddy Siegrist,83371,DAL,Rookie,rookie,1,0,0,0,0.5909090909090909,0.5769230769230769,15.954545454545455,1,1,18.814814814814813,1.1851851851851851,6.370370370370369,1.2999999999999998,1.9259259259259256,1.1270855520056797,0.21359223300970875,0.30097087378640774,1.6,0.06923076923076923,0.10256410256410256,0.04600000000000004,0.07000000000000006,-1.3615149941003584,1.8,0.0,0.0,12.7,0.0,0.0
Shakira Austin,91981,WAS,Rookie,rookie,1,0,0,0,0.8636363636363636,0.7894736842105263,19.863636363636363,1,1,22.08695652173913,3.130434782608696,11.130434782608695,2.2,3.8260869565217392,1.0182809493264913,0.3518518518518518,0.037037037037037035,0.75,0.028947368421052635,0.050343249427917625,-0.02400000000000002,-0.01599999999999996,-0.8949866139096142,1.1,0.0,0.0,12.7,0.0,0.0
Veronica Burton,103831,GSV,UFA,veteran,0,0,1,0,1.0,1.0,29.363636363636363,1,1,16.19047619047619,8.16326530612245,5.98639455782313,1.7000000000000002,2.3129251700680276,1.112981668537224,0.4886363636363636,0.45454545454545453,2.857142857142857,0.14545454545454548,0.19814241486068113,0.030000000000000027,-0.01599999999999996,0.17357702568400166,0.0,6.4,0.0,0.0,11.9,0.0
Tiffany Hayes,200000,GSV,UFA,veteran,0,0,1,0,0.5909090909090909,0.9230769230769231,15.909090909090908,1,1,17.397769516728626,4.4609665427509295,5.650557620817844,0.7,1.0408921933085502,1.1181192660550459,0.34065934065934067,0.4285714285714286,1.5789473684210527,0.07307692307692307,0.10857142857142857,0.026000000000000023,0.02200000000000002,0.17357702568400166,0.0,1.9,0.0,0.0,11.7,0.0
Gabby Williams,225000,SEA,Core,veteran,0,0,1,0,1.0,1.0,31.613636363636363,1,1,14.683544303797467,5.3164556962025316,5.443037974683543,2.8,3.544303797468354,1.013277428371768,0.15887850467289721,0.3457943925233645,2.210526315789474,0.07727272727272727,0.09777138749101366,-0.031000000000000028,-0.030000000000000027,0.24831765944039572,0.0,3.4,0.0,0.0,11.6,0.0
Natasha Howard,214466,IND,UFA,veteran,0,0,1,0,1.0,1.0,24.09090909090909,1,1,18.92116182572614,2.4896265560165975,10.954356846473027,1.7999999999999998,2.9875518672199166,1.1974789915966388,0.3658536585365854,0.09756097560975611,0.7894736842105263,0.09545454545454546,0.15849056603773587,0.040999999999999925,0.04400000000000004,0.4085994662347417,0.0,4.2,0.0,0.0,11.4,0.0
Janelle Salaun,66079,GSV,UDFA,controlled,0,0,0,0,0.8181818181818182,0.9166666666666666,22.113636363636363,1,1,16.74074074074074,1.7777777777777777,7.5555555555555545,0.7,1.037037037037037,1.0416666666666667,0.16831683168316833,0.4752475247524752,0.7999999999999999,0.05,0.07399794450154162,-0.008000000000000007,0.01100000000000001,0.17357702568400166,0.0,0.0,0.0,0.0,0.0,0.0
Jordin Canada,190000,ATL,UFA,veteran,0,0,1,0,0.6363636363636364,0.9285714285714286,17.795454545454547,1,1,16.0,8.142857142857144,4.714285714285714,2.0,2.857142857142857,0.9915014164305948,0.346938775510204,0.31632653061224486,2.590909090909091,0.09285714285714286,0.13282247765006386,-0.05700000000000005,-0.07300000000000001,1.2293152868634125,0.0,2.6,0.0,0.0,11.2,0.0
Chelsea Gray,196267,LVA,UFA,veteran,0,0,1,0,1.0,1.0,31.09090909090909,1,1,14.405144694533762,6.945337620578779,5.016077170418006,2.0,2.572347266881029,1.136363636363636,0.2727272727272727,0.4431818181818181,1.9285714285714288,0.07954545454545454,0.1023391812865497,0.019999999999999907,0.015000000000000013,0.6697824024560418,0.0,3.5,0.0,0.0,11.2,0.0
Jewell Loyd,249032,LVA,Core,veteran,0,0,1,0,1.0,0.5681818181818182,28.295454545454547,1,1,15.830388692579504,2.544169611307421,4.522968197879859,1.5,2.1201413427561837,1.0765090349865436,0.16494845360824745,0.6185567010309279,1.5,0.06363636363636363,0.08995983935742971,-0.016000000000000014,0.0,0.6697824024560418,0.0,2.8,0.0,0.0,11.2,0.0
Amy Okonkwo,7774,DAL,UFA,veteran,0,0,1,0,0.18181818181818182,0.125,3.5681818181818183,0,1,22.448979591836736,1.6326530612244898,6.326530612244898,1.5,3.0612244897959187,1.264367816091954,0.32894736842105265,0.5,0.888888888888889,0.0875,0.17834394904458598,0.11599999999999999,0.10499999999999998,-1.3615149941003584,0.0,0.7,0.0,0.0,11.0,0.0
Amy Okonkwo,2915,DAL,UFA,veteran,0,0,1,0,0.18181818181818182,0.125,3.5681818181818183,0,1,22.448979591836736,1.6326530612244898,6.326530612244898,1.5,3.0612244897959187,1.264367816091954,0.32894736842105265,0.5,0.888888888888889,0.0875,0.17834394904458598,0.11599999999999999,0.10499999999999998,-1.3615149941003584,0.0,0.7,0.0,0.0,11.0,0.0
Courtney Vandersloot,185000,CHI,UFA,veteran,0,0,1,0,0.1590909090909091,1.0,4.340909090909091,1,1,15.53113553113553,7.765567765567765,4.542124542124542,1.9000000000000001,2.7838827838827838,1.035560765924189,0.20212765957446807,0.351063829787234,2.2083333333333335,0.028571428571428574,0.041884816753926704,0.0,0.0010000000000000009,-1.8591173596021162,0.0,0.2,0.0,0.0,10.6,0.0
Cecilia Zandalasini,100000,GSV,SuspCE,hardship,0,1,0,0,0.4318181818181818,0.5263157894736842,10.227272727272727,1,1,17.721518987341774,2.869198312236287,4.894514767932489,1.1,1.8565400843881859,1.2141535615171137,0.2151898734177215,0.6075949367088607,1.3076923076923077,0.08421052631578947,0.14222222222222222,0.07499999999999996,0.08799999999999997,0.17357702568400166,0.0,0.0,1.6,0.0,0.0,10.5
Leila Lacan,72455,CON,,unknown,0,0,0,1,0.5681818181818182,0.6,15.113636363636363,1,1,15.639097744360901,5.56390977443609,3.6090225563909772,2.4000000000000004,3.6090225563909777,1.1007620660457242,0.19540229885057472,0.31034482758620696,1.9473684210526319,0.048,0.07218045112781955,0.04300000000000004,0.05299999999999999,-1.8186115421419249,0.0,0.0,0.0,0.0,0.0,0.0
Erica Wheeler,78831,SEA,UFA,veteran,0,0,1,0,1.0,0.5454545454545454,25.59090909090909,1,1,16.09375,5.15625,4.21875,1.5,2.34375,1.0316506410256412,0.11578947368421054,0.4842105263157894,2.1999999999999997,0.04772727272727273,0.07460035523978686,-0.02400000000000002,-0.015000000000000013,0.24831765944039572,0.0,2.1,0.0,0.0,10.3,0.0
Natasha Cloud,200000,NYL,UFA,veteran,0,0,1,0,0.9318181818181818,1.0,27.068181818181817,1,1,13.931034482758621,7.0344827586206895,5.103448275862069,1.5,2.0689655172413794,1.092128027681661,0.19999999999999998,0.44705882352941173,2.6842105263157894,0.08536585365853659,0.11754827875734676,-0.027999999999999914,-0.019000000000000017,0.6796248973640951,0.0,3.5,0.0,0.0,10.1,0.0
Odyssey Sims,54622,TOT,UFA,veteran,0,0,1,0,0.5454545454545454,0.875,15.25,1,1,14.428571428571429,5.428571428571429,3.4285714285714284,0.7,1.0,1.0087894526568117,0.25555555555555554,0.30000000000000004,2.7142857142857144,0.041666666666666664,0.05961251862891207,,,0.24831765944039572,0.0,1.0,0.0,0.0,10.1,0.0
Odyssey Sims,13911,TOT,UFA,veteran,0,0,1,0,0.5454545454545454,0.875,15.25,1,1,14.428571428571429,5.428571428571429,3.4285714285714284,0.7,1.0,1.0087894526568117,0.25555555555555554,0.30000000000000004,2.7142857142857144,0.041666666666666664,0.05961251862891207,,,0.24831765944039572,0.0,1.0,0.0,0.0,10.1,0.0
Odyssey Sims,7949,TOT,UFA,veteran,0,0,1,0,0.5454545454545454,0.875,15.25,1,1,14.428571428571429,5.428571428571429,3.4285714285714284,0.7,1.0,1.0087894526568117,0.25555555555555554,0.30000000000000004,2.7142857142857144,0.041666666666666664,0.05961251862891207,,,0.24831765944039572,0.0,1.0,0.0,0.0,10.1,0.0
DeWanna Bonner,72269,TOT,UFA,veteran,0,0,1,0,0.75,0.12121212121212122,17.681818181818183,0,1,16.610169491525426,2.0338983050847457,7.11864406779661,1.1,1.864406779661017,1.0957066189624332,0.33333333333333337,0.46153846153846156,1.4999999999999998,0.0787878787878788,0.13367609254498714,,,0.24831765944039572,0.0,2.6,0.0,0.0,9.8,0.0
DeWanna Bonner,63721,TOT,UFA,veteran,0,0,1,0,0.75,0.12121212121212122,17.681818181818183,0,1,16.610169491525426,2.0338983050847457,7.11864406779661,1.1,1.864406779661017,1.0957066189624332,0.33333333333333337,0.46153846153846156,1.4999999999999998,0.0787878787878788,0.13367609254498714,,,0.24831765944039572,0.0,2.6,0.0,0.0,9.8,0.0
Aari McDonald,52333,IND,UFA,veteran,0,0,1,0,0.45454545454545453,0.65,11.931818181818182,1,1,14.904942965779467,7.14828897338403,3.6501901140684407,1.5,2.2813688212927756,1.108095884215287,0.33766233766233766,0.5064935064935064,2.0434782608695654,0.06999999999999999,0.10666666666666666,0.0010000000000000009,-0.01100000000000001,0.4085994662347417,0.0,1.4,0.0,0.0,9.8,0.0
Aari McDonald,6459,IND,Hardship,hardship,0,1,0,0,0.45454545454545453,0.65,11.931818181818182,1,1,14.904942965779467,7.14828897338403,3.6501901140684407,1.5,2.2813688212927756,1.108095884215287,0.33766233766233766,0.5064935064935064,2.0434782608695654,0.06999999999999999,0.10666666666666666,0.0010000000000000009,-0.01100000000000001,0.4085994662347417,0.0,0.0,1.4,0.0,0.0,9.8
Brittney Griner,214466,ATL,UFA,veteran,0,0,1,0,0.8863636363636364,0.6410256410256411,18.40909090909091,1,1,18.846153846153847,1.5384615384615383,10.0,1.3,2.5,1.1305952930318413,0.28571428571428575,0.06493506493506493,0.5333333333333333,0.061538461538461535,0.11851851851851851,0.008999999999999897,0.013000000000000012,1.2293152868634125,0.0,2.4,0.0,0.0,9.8,0.0
DiJonai Carrington,200000,TOT,RFA,veteran,0,0,1,0,0.7045454545454546,0.45161290322580644,15.454545454545455,0,1,17.899543378995435,2.7397260273972606,7.305936073059361,1.5,2.7397260273972606,0.9757068896853843,0.29213483146067415,0.2584269662921348,0.7894736842105263,0.00967741935483871,0.01764705882352941,,,0.24831765944039572,0.0,0.3,0.0,0.0,9.8,0.0
Alanna Smith,150000,MIN,UFA,veteran,0,0,1,0,0.9545454545454546,1.0,25.318181818181817,1,1,14.49056603773585,4.377358490566038,7.69811320754717,3.2,4.830188679245284,1.1214953271028036,0.18987341772151897,0.48101265822784806,1.9333333333333333,0.11428571428571428,0.17235188509874325,-0.009000000000000008,0.02299999999999991,1.6774743240099597,0.0,4.8,0.0,0.0,9.6,0.0
Iliana Rupert,32207,GSV,Rookie,rookie,1,0,0,0,0.4772727272727273,0.5238095238095238,11.045454545454545,1,1,16.103896103896105,2.770562770562771,6.753246753246753,1.2,2.0779220779220777,1.2153685311029796,0.10958904109589042,0.684931506849315,1.6,0.09047619047619047,0.15637860082304528,0.07799999999999996,0.10599999999999998,0.17357702568400166,1.9,0.0,0.0,9.3,0.0,0.0
Sami Whitcomb,125000,PHO,UFA,veteran,0,0,1,0,0.9772727272727273,0.46511627906976744,23.34090909090909,0,1,15.230125523012553,4.1841004184100425,4.351464435146444,1.0,1.6736401673640169,1.0869565217391304,0.16666666666666669,0.7051282051282052,1.5625,0.044186046511627906,0.07400194741966894,0.0020000000000000018,0.01100000000000001,0.5112900678967056,0.0,1.9,0.0,0.0,9.1,0.0
Natisha Hiedeman,135000,MIN,UFA,veteran,0,0,1,0,1.0,0.0,18.931818181818183,0,1,19.259259259259263,5.9259259259259265,4.021164021164021,0.8999999999999999,1.9047619047619049,1.18798955613577,0.21428571428571427,0.39999999999999997,2.3333333333333335,0.07954545454545454,0.1680672268907563,0.02100000000000002,0.02499999999999991,1.6774743240099597,0.0,3.5,0.0,0.0,9.1,0.0
Rachel Banham,95000,CHI,UFA,veteran,0,0,1,0,1.0,0.75,24.568181818181817,1,1,14.634146341463413,4.390243902439025,2.7642276422764227,0.8999999999999999,1.4634146341463412,1.0880077369439072,0.16883116883116883,0.7142857142857143,1.6875,0.011363636363636364,0.018501387604070305,0.028000000000000025,0.03300000000000003,-1.8591173596021162,0.0,0.5,0.0,0.0,9.0,0.0
Bria Hartley,78831,CON,UFA,veteran,0,0,1,0,0.8636363636363636,0.8421052631578947,19.704545454545453,1,1,15.614035087719298,5.43859649122807,3.508771929824561,0.8,1.4035087719298245,1.016445865692097,0.3116883116883117,0.5064935064935064,1.7222222222222223,-0.005263157894736842,-0.00922722029988466,0.0,-0.0040000000000000036,-1.8186115421419249,-0.0,-0.2,-0.0,0.0,8.9,0.0
Saniya Rivers,75643,CON,Rookie,rookie,1,0,0,0,0.9545454545454546,0.5952380952380952,24.931818181818183,1,1,13.486590038314176,4.137931034482758,4.2911877394636,2.4,3.6781609195402294,0.9869896814715119,0.1686746987951807,0.36144578313253006,1.8,0.016666666666666666,0.025524156791248857,-0.010000000000000009,0.010000000000000009,-1.8186115421419249,0.7,0.0,0.0,8.8,0.0,0.0
Leonie Fiebich,68595,NYL,,unknown,0,0,0,1,0.8409090909090909,1.0,23.65909090909091,1,1,12.384341637010674,2.4199288256227756,4.982206405693949,1.3,1.8505338078291813,1.2892708950800236,0.2833333333333333,0.5333333333333333,1.4166666666666667,0.08108108108108109,0.11527377521613832,0.07200000000000006,0.07799999999999996,0.6796248973640951,0.0,0.0,0.0,0.0,0.0,0.0
