player,salary,team,signing,group,rookie_flag,hardship_flag,vet_flag,unknown_flag,avail_rate,start_rate,team_min,starter,rotation,pts40,ast40,reb40,stocks,stocks40,pps,ft_rate,three_rate,ast_tov,ws_game,ws40,ts_diff,efg_diff,team_power,ws_rookie,ws_vet,ws_hardship,pts_rookie,pts_vet,pts_hardship
Naz Hillmon,80823,ATL,Rookie,rookie,1,0,0,0,1.0,0.38636363636363635,25.5,0,1,13.490196078431373,3.764705882352941,9.725490196078432,0.9,1.411764705882353,1.166576234400434,0.1911764705882353,0.5588235294117647,2.1818181818181817,0.10909090909090909,0.17112299465240643,0.027999999999999914,0.038000000000000034,1.2293152868634125,4.8,0.0,0.0,8.6,0.0,0.0
Sophie Cunningham,100000,IND,RFA,veteran,0,0,1,0,0.6818181818181818,0.43333333333333335,17.181818181818183,0,1,13.650793650793652,1.9047619047619049,5.555555555555556,1.1,1.7460317460317463,1.3222632226322264,0.27586206896551724,0.6724137931034483,1.0909090909090908,0.08333333333333333,0.13227513227513227,0.10099999999999998,0.09699999999999998,0.4085994662347417,0.0,2.5,0.0,0.0,8.6,0.0
Elizabeth Williams,100000,CHI,UFA,veteran,0,0,1,0,0.9772727272727273,0.3488372093023256,20.59090909090909,0,1,16.11374407582938,3.4123222748815163,9.857819905213269,1.6,3.0331753554502368,1.0075865339023233,0.25,0.0,1.3846153846153846,0.030232558139534883,0.05739514348785872,-0.014000000000000012,0.0040000000000000036,-1.8591173596021162,0.0,1.3,0.0,0.0,8.5,0.0
Olivia Nelson-Ododa,80823,CON,Rookie,rookie,1,0,0,0,0.8409090909090909,0.5675675675675675,18.181818181818183,1,1,15.185185185185182,1.6666666666666665,9.259259259259258,1.9,3.518518518518518,1.1516853932584268,0.5172413793103449,0.017241379310344827,0.8181818181818181,0.05675675675675676,0.10500000000000001,0.07299999999999995,0.07,-1.8186115421419249,2.1,0.0,0.0,8.2,0.0,0.0
Kennedy Burke,78831,NYL,UFA,veteran,0,0,1,0,0.8181818181818182,0.25,17.704545454545453,0,1,14.999999999999998,2.407407407407407,4.444444444444444,1.2000000000000002,2.2222222222222223,1.198224852071006,0.24590163934426232,0.5081967213114754,1.4444444444444444,0.058333333333333334,0.10783055198973043,0.028000000000000025,0.04699999999999993,0.6796248973640951,0.0,2.1,0.0,0.0,8.1,0.0
Ezi Magbegor,186000,SEA,Reserved,controlled,0,0,0,0,1.0,1.0,27.34090909090909,1,1,11.72161172161172,3.0769230769230766,9.084249084249084,2.9000000000000004,4.249084249084249,1.0905125408942202,0.29230769230769227,0.16923076923076924,2.1,0.10227272727272728,0.14962593516209477,0.008000000000000007,0.01200000000000001,0.24831765944039572,0.0,0.0,0.0,0.0,0.0,0.0
Cheyenne Parker-Tyus,78831,LVA,UFA,veteran,0,0,1,0,0.045454545454545456,0.0,0.3181818181818182,0,0,45.714285714285715,0.0,5.714285714285714,0.0,0.0,1.5037593984962405,0.75,0.25,0.0,0.05,0.28571428571428575,0.19999999999999996,0.18199999999999994,0.6697824024560418,0.0,0.1,0.0,0.0,8.0,0.0
Jessica Shepard,78831,MIN,SuspCE,hardship,0,1,0,0,0.9090909090909091,0.3,18.977272727272727,0,1,15.311004784688997,4.9760765550239245,13.971291866028709,0.6,1.1483253588516746,1.2610340479192939,0.5,0.0,1.7333333333333334,0.11499999999999999,0.22035928143712574,0.062000000000000055,0.09599999999999997,1.6774743240099597,0.0,0.0,4.6,0.0,0.0,8.0
Dominique Malonga,78831,SEA,Rookie,rookie,1,0,0,0,0.9545454545454546,0.0,13.636363636363637,0,0,21.538461538461537,2.5174825174825175,12.867132867132865,1.1,3.076923076923077,1.1277094317516112,0.19047619047619047,0.0634920634920635,0.8181818181818181,0.04523809523809524,0.12666666666666665,0.026999999999999913,0.05400000000000005,0.24831765944039572,1.9,0.0,0.0,7.7,0.0,0.0
Monique Akoa Makani,66079,PHO,UDFA,controlled,0,0,0,0,0.9318181818181818,0.975609756097561,20.022727272727273,1,1,14.325581395348838,5.023255813953488,4.093023255813954,0.9,1.6744186046511629,1.1095100864553313,0.15384615384615385,0.46153846153846156,2.076923076923077,0.05365853658536586,0.09988649262202043,0.014000000000000012,0.02100000000000002,0.5112900678967056,0.0,0.0,0.0,0.0,0.0,0.0
Aneesah Morrow,75643,CON,Rookie,rookie,1,0,0,0,0.9318181818181818,0.5609756097560976,17.613636363636363,1,1,16.296296296296298,1.0582010582010584,14.603174603174606,1.2000000000000002,2.5396825396825404,0.926371511068335,0.3150684931506849,0.24657534246575344,0.45454545454545453,0.017073170731707315,0.03612903225806451,-0.043999999999999984,-0.05299999999999999,-1.8186115421419249,0.7,0.0,0.0,7.7,0.0,0.0
NaLyssa Smith,91981,TOT,Rookie,rookie,1,0,0,0,1.0227272727272727,0.9111111111111111,21.727272727272727,1,1,14.339622641509434,1.320754716981132,9.622641509433961,1.2,2.2641509433962264,1.0925819436457733,0.4067796610169491,0.10169491525423728,0.6363636363636362,0.042222222222222223,0.0794979079497908,,,0.24831765944039572,1.9,0.0,0.0,7.6,0.0,0.0
Myisha Hines-Allen,203000,DAL,UFA,veteran,0,0,1,0,0.9090909090909091,0.5,20.045454545454547,1,1,13.755656108597282,5.248868778280542,10.859728506787329,1.3,2.352941176470588,1.0668163952835483,0.33870967741935487,0.24193548387096772,1.3181818181818181,0.02,0.036281179138321996,0.015000000000000013,0.013000000000000012,-1.3615149941003584,0.0,0.8,0.0,0.0,7.6,0.0
Rae Burrell,137500,LAS,UFA,veteran,0,0,1,0,0.6363636363636364,0.03571428571428571,11.704545454545455,0,1,16.30434782608696,2.6086956521739135,5.0,0.8,1.739130434782609,1.0492445439283715,0.265625,0.37499999999999994,1.3333333333333333,0.02142857142857143,0.04660194174757281,-0.03199999999999992,-0.027000000000000024,-0.4043709924578387,0.0,0.6,0.0,0.0,7.5,0.0
Aziaha James,72455,DAL,Rookie,rookie,1,0,0,0,0.8636363636363636,0.21052631578947367,15.295454545454545,0,1,16.949152542372882,3.6158192090395485,6.553672316384181,0.8,1.8079096045197742,0.9241005421389847,0.18666666666666665,0.38666666666666666,1.6,0.002631578947368421,0.005943536404160476,-0.05199999999999999,-0.03899999999999998,-1.3615149941003584,0.1,0.0,0.0,7.5,0.0,0.0
Jacy Sheldon,74909,TOT,Rookie,rookie,1,0,0,0,0.6818181818181818,0.5666666666666667,16.09090909090909,1,1,12.711864406779661,3.2203389830508473,3.2203389830508473,1.1,1.864406779661017,1.1996161228406907,0.13559322033898305,0.5084745762711864,1.9,0.03333333333333333,0.05649717514124294,,,0.24831765944039572,1.0,0.0,0.0,7.5,0.0,0.0
Aerial Powers,0,TOT,UFA,veteran,0,0,1,0,0.22727272727272727,0.0,3.7954545454545454,0,1,17.724550898203596,4.790419161676647,9.341317365269461,0.9,2.155688622754491,1.0087241003271539,0.29230769230769227,0.29230769230769227,1.8181818181818181,0.05,0.11976047904191617,,,0.24831765944039572,0.0,0.5,0.0,0.0,7.4,0.0
Aerial Powers,11924,TOT,UFA,veteran,0,0,1,0,0.22727272727272727,0.0,3.7954545454545454,0,1,17.724550898203596,4.790419161676647,9.341317365269461,0.9,2.155688622754491,1.0087241003271539,0.29230769230769227,0.29230769230769227,1.8181818181818181,0.05,0.11976047904191617,,,0.24831765944039572,0.0,0.5,0.0,0.0,7.4,0.0
Aerial Powers,9274,TOT,Hardship,hardship,0,1,0,0,0.22727272727272727,0.0,3.7954545454545454,0,1,17.724550898203596,4.790419161676647,9.341317365269461,0.9,2.155688622754491,1.0087241003271539,0.29230769230769227,0.29230769230769227,1.8181818181818181,0.05,0.11976047904191617,,,0.24831765944039572,0.0,0.0,0.5,0.0,0.0,7.4
Aerial Powers,3975,TOT,Hardship,hardship,0,1,0,0,0.22727272727272727,0.0,3.7954545454545454,0,1,17.724550898203596,4.790419161676647,9.341317365269461,0.9,2.155688622754491,1.0087241003271539,0.29230769230769227,0.29230769230769227,1.8181818181818181,0.05,0.11976047904191617,,,0.24831765944039572,0.0,0.0,0.5,0.0,0.0,7.4
Temi Fagbenle,90000,GSV,Reserved,controlled,0,0,0,0,0.8863636363636364,0.9743589743589743,21.022727272727273,1,1,12.48945147679325,2.7004219409282704,8.270042194092827,1.5,2.5316455696202533,1.088875809299588,0.140625,0.25,1.0666666666666667,0.061538461538461535,0.10378378378378378,0.013000000000000012,0.04400000000000004,0.17357702568400166,0.0,0.0,0.0,0.0,0.0,0.0
Sug Sutton,93831,WAS,Reserved,controlled,0,0,0,0,0.9772727272727273,1.0,25.5,1,1,11.340996168582375,5.9770114942528725,2.758620689655172,0.9,1.379310344827586,1.044607566346697,0.16666666666666669,0.42424242424242425,2.0526315789473686,0.01627906976744186,0.0249554367201426,-0.007000000000000006,0.013000000000000012,-0.8949866139096142,0.0,0.0,0.0,0.0,0.0,0.0
Monique Billings,110000,GSV,UFA,veteran,0,0,1,0,0.5909090909090909,0.3076923076923077,10.772727272727273,0,1,16.043956043956044,1.098901098901099,9.89010989010989,1.4,3.076923076923077,1.0928143712574852,0.3448275862068966,0.24137931034482757,0.625,0.06538461538461539,0.14345991561181434,0.014000000000000012,0.028000000000000025,0.17357702568400166,0.0,1.7,0.0,0.0,7.3,0.0
Haley Jones,36094,TOT,UFA,veteran,0,0,1,0,0.6363636363636364,0.5714285714285714,13.5,1,1,13.773584905660377,4.339622641509433,6.60377358490566,1.6,3.018867924528302,1.0038503850385039,0.19402985074626866,0.208955223880597,1.352941176470588,0.0,0.0,,,0.24831765944039572,0.0,0.0,0.0,0.0,7.3,0.0
Haley Jones,5553,TOT,Hardship,hardship,0,1,0,0,0.6363636363636364,0.5714285714285714,13.5,1,1,13.773584905660377,4.339622641509433,6.60377358490566,1.6,3.018867924528302,1.0038503850385039,0.19402985074626866,0.208955223880597,1.352941176470588,0.0,0.0,,,0.24831765944039572,0.0,0.0,0.0,0.0,0.0,7.3
Haley Jones,4998,TOT,Hardship,hardship,0,1,0,0,0.6363636363636364,0.5714285714285714,13.5,1,1,13.773584905660377,4.339622641509433,6.60377358490566,1.6,3.018867924528302,1.0038503850385039,0.19402985074626866,0.208955223880597,1.352941176470588,0.0,0.0,,,0.24831765944039572,0.0,0.0,0.0,0.0,0.0,7.3
Carla Leite,72455,GSV,,unknown,0,0,0,1,0.8409090909090909,0.16216216216216217,14.477272727272727,0,1,16.74418604651163,4.651162790697675,3.023255813953489,0.7999999999999999,1.8604651162790697,1.001669449081803,0.45,0.3333333333333333,1.3333333333333333,0.021621621621621623,0.05023547880690738,-0.026000000000000023,-0.065,0.17357702568400166,0.0,0.0,0.0,0.0,0.0,0.0
Lexie Hull,88261,IND,Rookie,rookie,1,0,0,0,1.0,0.6818181818181818,27.022727272727273,1,1,10.666666666666666,2.6666666666666665,6.370370370370369,1.4,2.074074074074074,1.0067114093959733,0.11764705882352942,0.5,2.0,0.06136363636363637,0.09083263246425569,-0.051000000000000045,-0.030000000000000027,0.4085994662347417,2.7,0.0,0.0,7.2,0.0,0.0
Kia Nurse,145000,CHI,UFA,veteran,0,0,1,0,1.0,0.4090909090909091,21.863636363636363,0,1,13.15068493150685,2.3744292237442925,4.200913242009133,0.3,0.547945205479452,0.9977827050997784,0.21212121212121213,0.6212121212121212,1.0,-0.013636363636363636,-0.024948024948024946,-0.020000000000000018,-0.01699999999999996,-1.8591173596021162,-0.0,-0.6,-0.0,0.0,7.2,0.0
Luisa Geiselsoder,66079,DAL,UFA,veteran,0,0,1,0,0.6363636363636364,0.8571428571428571,14.272727272727273,1,1,12.321428571428573,2.8571428571428577,8.571428571428571,1.5,2.678571428571429,1.0492700729927007,0.0625,0.53125,1.6,0.028571428571428574,0.050955414012738856,0.008000000000000007,0.04200000000000004,-1.3615149941003584,0.0,0.8,0.0,0.0,6.9,0.0
Dana Evans,89000,LVA,RFA,veteran,0,0,1,0,1.0,0.022727272727272728,17.65909090909091,0,1,14.915254237288135,4.971751412429379,2.4858757062146895,0.5,1.1299435028248588,0.9666080843585237,0.19047619047619047,0.36507936507936506,2.75,0.018181818181818184,0.04118404118404119,-0.06400000000000006,-0.04999999999999999,0.6697824024560418,0.0,0.8,0.0,0.0,6.6,0.0
Bridget Carleton,125000,MIN,UFA,veteran,0,0,1,0,1.0,1.0,27.886363636363637,1,1,9.31899641577061,2.867383512544803,5.161290322580645,1.1,1.5770609318996416,1.0718997361477574,0.10344827586206896,0.6551724137931034,2.5,0.07727272727272727,0.110839445802771,-0.03399999999999992,-0.016000000000000014,1.6774743240099597,0.0,3.4,0.0,0.0,6.5,0.0
JJ Quinerly,66079,DAL,Rookie,rookie,1,0,0,0,0.7727272727272727,0.38235294117647056,12.25,0,1,16.352201257861633,5.786163522012578,4.779874213836478,1.1,2.767295597484277,1.0704874835309617,0.23636363636363636,0.29090909090909095,1.5333333333333332,0.011764705882352941,0.029684601113172546,0.015000000000000013,0.01200000000000001,-1.3615149941003584,0.4,0.0,0.0,6.5,0.0,0.0
Marine Johannes,66079,NYL,UFA,veteran,0,0,1,0,1.0,0.11363636363636363,18.25,0,1,13.989071038251366,3.4972677595628414,4.153005464480874,0.8999999999999999,1.9672131147540979,1.0891763104152485,0.07017543859649122,0.7543859649122806,1.3333333333333335,0.018181818181818184,0.039850560398505604,-0.03399999999999992,0.0,0.6796248973640951,0.0,0.8,0.0,0.0,6.4,0.0
Kaila Charles,21198,TOT,UFA,veteran,0,0,1,0,0.7954545454545454,0.34285714285714286,14.0,0,1,14.545454545454545,2.2727272727272725,9.772727272727272,1.0,2.2727272727272725,1.0638297872340425,0.25925925925925924,0.3888888888888889,0.9090909090909091,0.04,0.09090909090909091,,,0.24831765944039572,0.0,1.4,0.0,0.0,6.4,0.0
Kaila Charles,13911,TOT,UFA,veteran,0,0,1,0,0.7954545454545454,0.34285714285714286,14.0,0,1,14.545454545454545,2.2727272727272725,9.772727272727272,1.0,2.2727272727272725,1.0638297872340425,0.25925925925925924,0.3888888888888889,0.9090909090909091,0.04,0.09090909090909091,,,0.24831765944039572,0.0,1.4,0.0,0.0,6.4,0.0
Kaila Charles,13911,TOT,UFA,veteran,0,0,1,0,0.7954545454545454,0.34285714285714286,14.0,0,1,14.545454545454545,2.2727272727272725,9.772727272727272,1.0,2.2727272727272725,1.0638297872340425,0.25925925925925924,0.3888888888888889,0.9090909090909091,0.04,0.09090909090909091,,,0.24831765944039572,0.0,1.4,0.0,0.0,6.4,0.0
Kaila Charles,6956,TOT,Hardship,hardship,0,1,0,0,0.7954545454545454,0.34285714285714286,14.0,0,1,14.545454545454545,2.2727272727272725,9.772727272727272,1.0,2.2727272727272725,1.0638297872340425,0.25925925925925924,0.3888888888888889,0.9090909090909091,0.04,0.09090909090909091,,,0.24831765944039572,0.0,0.0,1.4,0.0,0.0,6.4
Kate Martin,68595,GSV,Rookie,rookie,1,0,0,0,0.9545454545454546,0.09523809523809523,15.613636363636363,0,1,15.121951219512198,2.439024390243903,6.585365853658538,0.5,1.2195121951219514,0.9198813056379822,0.15873015873015872,0.6984126984126985,1.25,0.014285714285714285,0.034934497816593885,-0.07200000000000001,-0.05199999999999999,0.17357702568400166,0.6,0.0,0.0,6.2,0.0,0.0
Li Yueru,66079,TOT,,unknown,0,0,0,1,0.7045454545454546,0.3870967741935484,11.795454545454545,0,1,14.371257485029941,2.155688622754491,10.778443113772456,0.6,1.437125748502994,1.0706638115631693,0.32653061224489793,0.36734693877551017,0.9,0.02903225806451613,0.06936416184971098,,,0.24831765944039572,0.0,0.0,0.0,0.0,0.0,0.0
Kitija Laksa,80000,PHO,UFA,veteran,0,0,1,0,0.75,0.15151515151515152,14.227272727272727,0,1,12.421052631578947,1.263157894736842,2.526315789473684,0.6000000000000001,1.2631578947368423,0.9932659932659933,0.18181818181818182,0.6545454545454545,1.0,0.01818181818181818,0.038338658146964855,-0.03700000000000003,-0.030000000000000027,0.5112900678967056,0.0,0.6,0.0,0.0,5.9,0.0
Jade Melbourne,66710,WAS,,unknown,0,0,0,1,0.9772727272727273,0.27906976744186046,22.90909090909091,0,1,10.085470085470087,4.957264957264957,3.247863247863248,0.8,1.3675213675213678,0.991930060524546,0.3269230769230769,0.4230769230769231,1.7058823529411764,0.004651162790697674,0.007936507936507936,-0.03400000000000003,-0.024999999999999967,-0.8949866139096142,0.0,0.0,0.0,0.0,0.0,0.0
Michaela Onyenwere,125000,CHI,RFA,veteran,0,0,1,0,0.9545454545454546,0.5238095238095238,16.15909090909091,1,1,13.727810650887575,2.6035502958579886,3.7869822485207103,0.5,1.183431952662722,1.049204052098408,0.24,0.32,0.8461538461538461,-0.011904761904761904,-0.02812939521800281,0.009000000000000008,0.0030000000000000027,-1.8591173596021162,-0.0,-0.5,-0.0,0.0,5.8,0.0
Te-Hina Paopao,69267,ATL,Rookie,rookie,1,0,0,0,0.9772727272727273,0.3488372093023256,16.363636363636363,0,1,13.892215568862277,5.748502994011976,3.832335329341318,0.7,1.6766467065868265,1.1085626911314985,0.058823529411764705,0.607843137254902,2.4,0.04883720930232558,0.11666666666666667,0.0040000000000000036,0.04300000000000004,1.2293152868634125,2.1,0.0,0.0,5.8,0.0,0.0
Teaira McCowan,201400,DAL,RFA,veteran,0,0,1,0,0.38636363636363635,0.0,4.9772727272727275,0,0,17.364341085271317,1.8604651162790695,14.263565891472865,1.0,3.1007751937984493,1.2048192771084338,0.4358974358974359,0.025641025641025644,0.6666666666666666,0.041176470588235294,0.1278538812785388,0.08199999999999996,0.07600000000000007,-1.3615149941003584,0.0,0.7,0.0,0.0,5.6,0.0
Nyara Sabally,79999,NYL,Rookie,rookie,1,0,0,0,0.38636363636363635,0.5882352941176471,6.931818181818182,1,1,12.067039106145254,1.7877094972067042,10.05586592178771,1.5,3.3519553072625703,1.0465116279069768,0.3333333333333333,0.08888888888888889,0.888888888888889,0.047058823529411764,0.10491803278688525,-0.04499999999999993,-0.03300000000000003,0.6796248973640951,0.8,0.0,0.0,5.4,0.0,0.0
Maya Caldwell,66079,ATL,Reserved,controlled,0,0,0,0,0.9318181818181818,0.3902439024390244,17.272727272727273,0,1,11.675675675675677,3.891891891891892,6.7027027027027035,1.1,2.3783783783783785,1.0756972111553786,0.10416666666666667,0.5625000000000001,1.8,0.058536585365853655,0.12631578947368421,-0.013000000000000012,0.01200000000000001,1.2293152868634125,0.0,0.0,0.0,0.0,0.0,0.0
Aaliyah Edwards,74909,TOT,Rookie,rookie,1,0,0,0,0.8181818181818182,0.0,12.136363636363637,0,0,14.594594594594595,1.6216216216216215,10.0,1.0,2.7027027027027026,1.008215085884989,0.5581395348837209,0.06976744186046512,0.5454545454545454,0.011111111111111112,0.0299625468164794,,,0.24831765944039572,0.4,0.0,0.0,5.4,0.0,0.0
Julie Allemand,85000,LAS,SuspCE,hardship,0,1,0,0,0.7727272727272727,0.7941176470588235,21.886363636363637,1,1,7.632508833922262,7.06713780918728,5.229681978798587,1.3,1.8374558303886928,1.087832393231265,0.1276595744680851,0.6382978723404255,3.125,0.04411764705882353,0.06230529595015576,-0.015999999999999903,0.007000000000000006,-0.4043709924578387,0.0,0.0,1.5,0.0,0.0,5.4
Laeticia Amihere,53307,GSV,UFA,veteran,0,0,1,0,0.6590909090909091,0.0,8.75,0,0,16.2406015037594,2.706766917293233,12.932330827067668,1.0,3.007518796992481,1.1092851273623665,0.5641025641025642,0.1794871794871795,0.8181818181818181,0.05172413793103448,0.15584415584415584,0.019000000000000017,-0.013000000000000012,0.17357702568400166,0.0,1.5,0.0,0.0,5.4,0.0
Lexi Held,66079,PHO,UFA,veteran,0,0,1,0,0.7272727272727273,0.0,10.704545454545455,0,0,14.421768707482991,2.993197278911565,2.993197278911565,0.8999999999999999,2.4489795918367343,0.9800295857988166,0.13725490196078433,0.5490196078431373,1.2222222222222223,0.0125,0.03397027600849257,-0.05300000000000005,-0.03899999999999998,0.5112900678967056,0.0,0.4,0.0,0.0,5.3,0.0
Kathryn Westbeld,66079,PHO,UFA,veteran,0,0,1,0,0.9772727272727273,0.5581395348837209,18.0,1,1,11.08695652173913,1.956521739130435,5.434782608695653,1.4,3.0434782608695654,0.9608138658628484,0.13999999999999999,0.6,1.5,0.037209302325581395,0.0808080808080808,-0.06000000000000005,-0.045999999999999985,0.5112900678967056,0.0,1.6,0.0,0.0,5.1,0.0
Shey Peddy,13911,TOT,Hardship,hardship,0,1,0,0,0.3409090909090909,0.3333333333333333,6.0227272727272725,0,1,11.525423728813559,4.7457627118644075,3.84180790960452,0.4,0.9039548022598871,1.2865792129162459,0.16216216216216214,0.6216216216216215,2.3333333333333335,0.04666666666666666,0.10566037735849056,,,0.24831765944039572,0.0,0.0,0.7,0.0,0.0,5.1
Shey Peddy,9440,TOT,Hardship,hardship,0,1,0,0,0.3409090909090909,0.3333333333333333,6.0227272727272725,0,1,11.525423728813559,4.7457627118644075,3.84180790960452,0.4,0.9039548022598871,1.2865792129162459,0.16216216216216214,0.6216216216216215,2.3333333333333335,0.04666666666666666,0.10566037735849056,,,0.24831765944039572,0.0,0.0,0.7,0.0,0.0,5.1
Shey Peddy,1987,TOT,Hardship,hardship,0,1,0,0,0.3409090909090909,0.3333333333333333,6.0227272727272725,0,1,11.525423728813559,4.7457627118644075,3.84180790960452,0.4,0.9039548022598871,1.2865792129162459,0.16216216216216214,0.6216216216216215,2.3333333333333335,0.04666666666666666,0.10566037735849056,,,0.24831765944039572,0.0,0.0,0.7,0.0,0.0,5.1
Rebecca Allen,160000,CHI,UFA,veteran,0,0,1,0,1.0,0.38636363636363635,18.65909090909091,0,1,10.909090909090908,2.7807486631016047,5.5614973262032095,1.0,2.1390374331550803,0.878099173553719,0.12727272727272726,0.5454545454545454,1.4444444444444444,-0.011363636363636364,-0.024360535931790498,-0.07200000000000001,-0.046999999999999986,-1.8591173596021162,-0.0,-0.5,-0.0,0.0,5.1,0.0
Kalani Brown,128750,PHO,UFA,veteran,0,0,1,0,0.6590909090909091,0.034482758620689655,8.409090909090908,0,0,15.937499999999998,1.875,12.5,0.8,2.5,1.3322884012539185,0.36363636363636365,0.09090909090909091,0.7499999999999999,0.05862068965517241,0.1837837837837838,0.122,0.128,0.5112900678967056,0.0,1.7,0.0,0.0,5.1,0.0
Cameron Brink,78066,LAS,Rookie,rookie,1,0,0,0,0.4318181818181818,0.0,5.545454545454546,0,0,15.937499999999998,1.5625,13.4375,1.9,5.9375,1.0660535117056855,0.2558139534883721,0.4186046511627907,0.3846153846153846,0.015789473684210527,0.04918032786885246,-0.03699999999999992,-0.03300000000000003,-0.4043709924578387,0.3,0.0,0.0,5.1,0.0,0.0
Isabelle Harrison,78831,NYL,UFA,veteran,0,0,1,0,0.7727272727272727,0.029411764705882353,8.181818181818182,0,0,18.49056603773585,2.641509433962264,9.81132075471698,0.7,2.641509433962264,1.0957066189624332,0.33333333333333337,0.10256410256410257,1.0,0.03529411764705882,0.13333333333333333,-0.027999999999999914,-0.026000000000000023,0.6796248973640951,0.0,1.2,0.0,0.0,4.9,0.0
Chloe Bibby,23322,TOT,UFA,veteran,0,0,1,0,0.3181818181818182,0.0,3.5,0,0,17.454545454545453,1.8181818181818181,6.545454545454545,0.7,2.5454545454545454,1.1527377521613833,0.15384615384615385,0.7692307692307693,1.0,0.03571428571428571,0.12987012987012989,,,0.24831765944039572,0.0,0.5,0.0,0.0,4.8,0.0
Chloe Bibby,9995,TOT,UFA,veteran,0,0,1,0,0.3181818181818182,0.0,3.5,0,0,17.454545454545453,1.8181818181818181,6.545454545454545,0.7,2.5454545454545454,1.1527377521613833,0.15384615384615385,0.7692307692307693,1.0,0.03571428571428571,0.12987012987012989,,,0.24831765944039572,0.0,0.5,0.0,0.0,4.8,0.0
Chloe Bibby,3887,TOT,UFA,veteran,0,0,1,0,0.3181818181818182,0.0,3.5,0,0,17.454545454545453,1.8181818181818181,6.545454545454545,0.7,2.5454545454545454,1.1527377521613833,0.15384615384615385,0.7692307692307693,1.0,0.03571428571428571,0.12987012987012989,,,0.24831765944039572,0.0,0.5,0.0,0.0,4.8,0.0
Natasha Mack,116079,PHO,Reserved,controlled,0,0,0,0,0.7727272727272727,0.6764705882352942,14.159090909090908,1,1,10.273224043715846,1.967213114754098,12.677595628415299,2.4,5.245901639344262,1.1508325171400586,0.3055555555555556,0.02777777777777778,2.25,0.09411764705882353,0.20545746388443017,0.026999999999999913,0.07099999999999995,0.5112900678967056,0.0,0.0,0.0,0.0,0.0,0.0
Damiris Dantas,100000,IND,UFA,veteran,0,0,1,0,0.8636363636363636,0.0,9.977272727272727,0,0,15.862068965517242,2.413793103448276,8.275862068965518,0.30000000000000004,1.03448275862069,0.9005481597494127,0.14583333333333334,0.5208333333333334,0.8749999999999999,0.002631578947368421,0.009111617312072894,-0.10100000000000003,-0.10000000000000003,0.4085994662347417,0.0,0.1,0.0,0.0,4.6,0.0
Tyasha Harris,100013,DAL,,unknown,0,0,0,1,0.11363636363636363,0.0,1.8636363636363635,0,1,11.219512195121952,6.3414634146341475,2.439024390243903,0.8,1.9512195121951224,1.2182203389830506,0.11111111111111112,0.6111111111111112,4.333333333333334,0.04,0.0975609756097561,0.09499999999999997,0.11399999999999999,-1.3615149941003584,0.0,0.0,0.0,0.0,0.0,0.0
Emma Cannon,116331,LAS,UFA,veteran,0,0,1,0,0.4772727272727273,0.0,4.840909090909091,0,0,17.425742574257427,1.5841584158415842,7.128712871287129,0.5,1.9801980198019802,1.2629161882893227,0.3666666666666667,0.5666666666666667,0.5,0.01904761904761905,0.07511737089201878,0.07300000000000006,0.09799999999999998,-0.4043709924578387,0.0,0.4,0.0,0.0,4.4,0.0
Maria Kliundikova,54418,MIN,UFA,veteran,0,0,1,0,0.7727272727272727,0.029411764705882353,8.477272727272727,0,0,16.0,2.1818181818181817,10.909090909090908,1.5,5.454545454545454,1.0826771653543308,0.15789473684210525,0.18421052631578946,0.8571428571428572,0.047058823529411764,0.17158176943699732,-0.03299999999999992,-0.01100000000000001,1.6774743240099597,0.0,1.6,0.0,0.0,4.4,0.0
Christyn Williams,6802,DAL,Hardship,hardship,0,1,0,0,0.09090909090909091,0.0,1.0227272727272727,0,0,15.221238938053096,2.831858407079646,3.5398230088495573,0.0,0.0,0.9227467811158797,0.375,0.25,2.666666666666667,0.0,0.0,-0.057999999999999996,-0.06299999999999994,-1.3615149941003584,0.0,0.0,0.0,0.0,0.0,4.3
Christyn Williams,833,DAL,Hardship,hardship,0,1,0,0,0.09090909090909091,0.0,1.0227272727272727,0,0,15.221238938053096,2.831858407079646,3.5398230088495573,0.0,0.0,0.9227467811158797,0.375,0.25,2.666666666666667,0.0,0.0,-0.057999999999999996,-0.06299999999999994,-1.3615149941003584,0.0,0.0,0.0,0.0,0.0,4.3
Kierstan Bell,84543,LVA,Rookie,rookie,1,0,0,0,0.7954545454545454,0.45714285714285713,9.704545454545455,0,0,13.77049180327869,2.2950819672131146,5.901639344262295,0.7,2.2950819672131146,0.9178321678321678,0.09090909090909091,0.6590909090909091,1.4,0.008571428571428572,0.02810304449648712,-0.09700000000000003,-0.07100000000000001,0.6697824024560418,0.3,0.0,0.0,4.2,0.0,0.0
Maddy Westbeld,69267,CHI,Rookie,rookie,1,0,0,0,0.5909090909090909,0.038461538461538464,8.045454545454545,0,0,12.058823529411764,2.647058823529412,7.058823529411765,0.8,2.3529411764705883,0.9615384615384615,0.15,0.425,1.5,0.007692307692307693,0.022598870056497175,-0.038000000000000034,-0.032999999999999974,-1.8591173596021162,0.2,0.0,0.0,4.1,0.0,0.0
Kiana Williams,12772,PHO,UFA,veteran,0,0,1,0,0.25,0.0,2.4318181818181817,0,0,16.90721649484536,3.7113402061855676,4.123711340206186,0.3,1.2371134020618557,1.0858050847457625,0.11111111111111112,0.6666666666666666,1.8,0.018181818181818184,0.07476635514018692,-0.0030000000000000027,0.03600000000000003,0.5112900678967056,0.0,0.2,0.0,0.0,4.1,0.0
