player,salary,signing,g_sal,gs_sal,min,pts_sal,fgm,fga_sal,fgpct,2pm,2pa,2ppct,3pm,3pa,3ppct,ftm,fta_sal,ftpct,orb_sal,drb,trb_sal,ast_sal,tov_sal,stl_sal,blk_sal,pf_sal,team,pos,g,mp,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct_x,fg3_per_g,fg3a_per_g,fg3_pct_x,fg2_per_g,fg2a_per_g,fg2_pct_x,ft_per_g,fta_per_g,ft_pct_x,orb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,per,ts_pct_x,efg_pct_x,fg3a_per_fga_pct_x,fta_per_fga_pct_x,orb_pct_x,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct_x,usg_pct,off_rtg_x,def_rtg_x,ows,dws,ws,ws_per_40,fg,fga,fg_pct_y,fg3,fg3a,fg3_pct_y,fg2,fg2a,fg2_pct_y,ft,fta,ft_pct_y,orb,trb,ast,stl,blk,tov,pf,pts,ranker,age,wins_adv,losses_adv,wins_pyth,losses_pyth,mov,sos,srs,off_rtg_y,def_rtg_y,net_rtg,pace,fta_per_fga_pct_y,fg3a_per_fga_pct_y,ts_pct_y,efg_pct_y,tov_pct_y,orb_pct_y,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate,arena_name,team_name,wins_stand,losses_stand,win_loss_pct,gb,group,rookie_flag,hardship_flag,vet_flag,unknown_flag,avail_rate,start_rate,team_min,starter,rotation,pts40,ast40,reb40,stocks,stocks40,pps,three_rate,ast_tov,ws_game,ws40,ts_diff,efg_diff,team_power,ws_rookie,ws_vet,ws_hardship,pts_rookie,pts_vet,pts_hardship,pca1,pca2
Rhyne Howard,91981,Rookie,33,32,34.9,17.5,5.7,15.1,37.5%,2.6,5.5,46.7%,3.1,9.6,32.2%,3.1,3.6,85.6%,0.9,3.5,4.5,4.6,1.7,1.5,0.8,2.9,ATL,G,33,1151,32,34.9,5.7,15.1,0.375,3.1,9.6,0.322,2.6,5.5,0.467,3.1,3.6,0.856,0.9,4.5,4.6,1.5,0.8,1.7,2.9,17.5,18.2,0.524,0.477,0.635,0.236,3.3,7.6,22.6,2.3,2.0,9.1,24.2,111.0,100.0,2.8,2.3,5.1,0.177,187,499,0.375,102,317,0.322,85,182,0.467,101,118,0.856,31,148,153,51,27,55,96,577,2.0,27.8,30.0,14.0,35.0,9.0,7.59,-1.1,6.49,110.5,100.5,10.0,76.2,0.275,0.418,0.555,0.514,12.9,26.7,0.2384105960264901,0.478,13.4,79.8,0.181,,ATL,30.0,14.0,0.682,4.0,rookie,1,0,0,0,0.75,0.9696969696969697,26.15909090909091,1,1,20.057306590257884,5.2722063037249285,5.157593123209169,2.3,2.6361031518624642,1.0489091345001198,0.6357615894039735,2.705882352941176,0.15454545454545454,0.17723718505647262,-0.031000000000000028,-0.03700000000000003,1.2293152868634125,5.1,0.0,0.0,17.5,0.0,0.0,4.407710944947781,0.3408348636325949
Jackie Young,169950,,44,44,30.4,16.5,5.9,12.5,47.4%,4.1,7.4,55.4%,1.8,5.1,35.7%,2.9,3.2,89.4%,1.2,3.3,4.5,5.1,2.2,1.3,0.4,2.4,LVA,G,44,1336,44,30.4,5.9,12.4,0.475,1.8,5.1,0.359,4.1,7.4,0.556,2.9,3.2,0.894,1.2,4.5,5.1,1.3,0.4,2.2,2.4,16.5,22.3,0.596,0.548,0.408,0.26,4.5,8.6,30.9,2.2,1.2,13.9,24.2,117.0,106.0,4.9,1.6,6.6,0.197,260,547,0.475,80,223,0.359,180,324,0.556,127,142,0.894,52,196,226,57,18,98,106,727,5.0,28.1,30.0,14.0,27.0,17.0,2.91,-0.32,2.59,108.1,104.4,3.7,77.3,0.273,0.383,0.552,0.506,13.6,23.5,0.25806451612903225,0.489,14.1,74.5,0.199,,LVA,30.0,14.0,0.682,4.0,unknown,0,0,0,1,1.0,1.0,30.363636363636363,1,1,21.710526315789476,6.7105263157894735,5.921052631578948,1.7000000000000002,2.2368421052631584,1.1949594438006952,0.41129032258064513,2.318181818181818,0.15,0.19760479041916165,0.04399999999999993,0.04200000000000004,0.6697824024560418,0.0,0.0,0.0,0.0,0.0,0.0,6.416587866500642,0.9342826007622788
Caitlin Clark,78066,,13,13,31.0,16.5,5.5,15.1,36.7%,3.3,7.1,46.7%,2.2,8.0,27.9%,3.2,3.8,82.0%,0.1,4.9,5.0,8.8,5.1,1.6,0.5,2.7,IND,G,13,404,13,31.1,5.5,15.1,0.367,2.2,8.0,0.279,3.3,7.1,0.467,3.2,3.8,0.82,0.1,5.0,8.8,1.6,0.5,5.1,2.7,16.5,16.5,0.491,0.441,0.531,0.255,0.3,9.8,47.2,2.7,1.6,23.2,31.5,94.0,102.0,-0.3,0.7,0.5,0.045,72,196,0.367,29,104,0.279,43,92,0.467,41,50,0.82,1,65,115,21,7,66,35,214,4.0,28.1,24.0,20.0,28.0,16.0,3.36,-0.83,2.53,108.4,104.1,4.3,78.0,0.261,0.349,0.554,0.517,14.3,26.2,0.25165562913907286,0.503,16.0,75.7,0.233,,IND,24.0,20.0,0.545,10.0,unknown,0,0,0,1,0.29545454545454547,1.0,9.181818181818182,1,1,21.221864951768488,11.318327974276528,6.430868167202572,2.1,2.7009646302250805,0.9837824946339138,0.5298013245033113,1.7254901960784317,0.038461538461538464,0.04950495049504951,-0.06300000000000006,-0.07600000000000001,0.4085994662347417,0.0,0.0,0.0,0.0,0.0,0.0,0.8048620530887735,3.184095739064703
Satou Sabally,215000,Core,39,39,26.6,16.3,5.3,13.2,40.4%,3.6,7.8,46.1%,1.7,5.4,32.1%,3.9,4.7,82.7%,1.4,4.5,5.9,2.5,2.0,1.3,0.3,2.9,PHO,F,39,1039,39,26.6,5.3,13.2,0.404,1.7,5.4,0.321,3.6,7.8,0.461,3.9,4.7,0.827,1.4,5.9,2.5,1.3,0.3,2.0,2.9,16.3,19.5,0.533,0.469,0.406,0.359,5.8,12.7,17.4,2.4,1.2,11.4,29.2,105.0,101.0,1.8,2.0,3.8,0.147,208,515,0.404,67,209,0.321,141,306,0.461,153,185,0.827,54,231,98,49,13,77,115,636,6.0,29.7,27.0,17.0,27.0,17.0,2.68,-0.13,2.55,105.9,102.5,3.4,78.2,0.259,0.403,0.542,0.502,14.1,24.4,0.3560606060606061,0.486,15.5,75.5,0.225,,PHO,27.0,17.0,0.614,7.0,veteran,0,0,1,0,0.8863636363636364,1.0,23.613636363636363,1,1,24.51127819548872,3.7593984962406015,8.87218045112782,1.6,2.406015037593985,1.0675923500130995,0.4090909090909091,1.25,0.09743589743589744,0.14629451395572665,-0.009000000000000008,-0.03300000000000003,0.5112900678967056,0.0,3.8,0.0,0.0,16.3,0.0,4.786153586013483,-1.1481011434502066
Tina Charles,170000,UFA,43,42,28.4,16.3,6.0,13.8,43.8%,5.8,12.7,45.3%,0.3,1.1,26.1%,3.9,4.6,85.7%,1.4,4.3,5.8,1.7,1.9,0.8,0.4,2.1,CON,C,43,1222,42,28.4,6.0,13.8,0.438,0.3,1.1,0.261,5.8,12.7,0.453,3.9,4.6,0.857,1.4,5.8,1.7,0.8,0.4,1.9,2.1,16.3,17.7,0.515,0.449,0.078,0.331,5.8,12.1,12.7,1.4,1.5,10.8,28.3,102.0,112.0,1.1,0.3,1.5,0.048,260,593,0.438,12,46,0.261,248,547,0.453,168,196,0.857,62,248,74,33,19,82,89,700,13.0,27.1,11.0,33.0,7.0,37.0,-10.11,0.87,-9.24,98.3,111.4,-13.1,76.9,0.272,0.304,0.505,0.458,14.9,24.4,0.3333333333333333,0.53,15.4,72.6,0.254,,CON,11.0,33.0,0.25,23.0,veteran,0,0,1,0,0.9772727272727273,0.9767441860465116,27.772727272727273,1,1,22.957746478873243,2.394366197183099,8.169014084507042,1.2000000000000002,1.690140845070423,1.0300808897876643,0.07971014492753624,0.8947368421052632,0.03488372093023256,0.04909983633387889,0.010000000000000009,-0.009000000000000008,-1.8186115421419249,0.0,1.5,0.0,0.0,16.3,0.0,4.9478882240744255,-1.8057255928577234
Kahleah Copper,248134,Core,28,28,26.9,15.6,5.5,12.9,42.4%,3.4,7.5,45.7%,2.0,5.4,37.7%,2.7,3.1,85.2%,0.4,2.5,2.9,1.5,2.2,1.1,0.2,2.6,PHO,G-F,28,752,28,26.9,5.5,12.9,0.424,2.0,5.4,0.377,3.4,7.5,0.457,2.7,3.1,0.852,0.4,2.9,1.5,1.1,0.2,2.2,2.6,15.6,14.4,0.548,0.503,0.418,0.244,1.6,6.2,10.6,2.0,0.6,13.4,27.6,98.0,105.0,0.2,1.0,1.2,0.064,153,361,0.424,57,151,0.377,96,210,0.457,75,88,0.852,11,81,43,30,5,62,73,438,6.0,29.7,27.0,17.0,27.0,17.0,2.68,-0.13,2.55,105.9,102.5,3.4,78.2,0.259,0.403,0.542,0.502,14.1,24.4,0.24031007751937986,0.486,15.5,75.5,0.225,,PHO,27.0,17.0,0.614,7.0,veteran,0,0,1,0,0.6363636363636364,1.0,17.09090909090909,1,1,23.197026022304833,2.2304832713754648,4.312267657992566,1.3,1.9330855018587363,1.093662366797532,0.4186046511627907,0.6818181818181818,0.04285714285714286,0.06382978723404255,0.006000000000000005,0.0010000000000000009,0.5112900678967056,0.0,1.2,0.0,0.0,15.6,0.0,1.6493255671802294,-1.2187722671329435
Arike Ogunbowale,249032,,29,29,33.3,15.5,5.1,13.9,36.4%,3.4,8.5,40.2%,1.7,5.4,30.4%,3.7,4.0,93.1%,0.3,2.1,2.5,4.1,2.1,1.3,0.2,2.6,DAL,G,29,966,29,33.3,5.1,13.9,0.364,1.7,5.4,0.304,3.4,8.5,0.402,3.7,4.0,0.931,0.3,2.5,4.1,1.3,0.2,2.1,2.6,15.5,13.3,0.494,0.423,0.391,0.287,1.1,4.3,20.7,2.0,0.7,11.6,23.2,102.0,114.0,0.8,0.0,0.8,0.032,147,404,0.364,48,158,0.304,99,246,0.402,108,116,0.931,10,72,120,39,7,60,74,450,11.0,25.4,10.0,34.0,11.0,33.0,-6.3,0.92,-5.38,103.3,111.2,-7.9,78.8,0.257,0.302,0.514,0.469,13.9,27.6,0.28776978417266186,0.531,14.2,75.7,0.255,,DAL,10.0,34.0,0.227,24.0,unknown,0,0,0,1,0.6590909090909091,1.0,21.954545454545453,1,1,18.61861861861862,4.924924924924925,3.003003003003003,1.5,1.8018018018018018,0.9897828863346104,0.38848920863309355,1.952380952380952,0.027586206896551727,0.033126293995859216,-0.020000000000000018,-0.045999999999999985,-1.3615149941003584,0.0,0.0,0.0,0.0,0.0,0.0,2.464698987028175,0.5437206006577813
Skylar Diggins,214466,UFA,43,43,31.2,15.5,5.3,12.5,42.3%,3.9,8.6,45.0%,1.4,4.0,36.5%,3.5,4.4,78.8%,0.6,1.9,2.5,6.0,2.1,1.2,0.8,2.3,SEA,G,43,1343,43,31.2,5.3,12.5,0.423,1.4,4.0,0.365,3.9,8.6,0.45,3.5,4.4,0.788,0.6,2.5,6.0,1.2,0.8,2.1,2.3,15.5,18.8,0.536,0.481,0.315,0.351,2.3,4.8,31.8,2.0,2.3,12.8,24.3,108.0,105.0,2.9,1.8,4.6,0.138,228,539,0.423,62,170,0.365,166,369,0.45,149,189,0.788,27,108,258,52,35,91,101,667,7.0,30.2,23.0,21.0,26.0,18.0,2.05,-0.02,2.02,104.5,101.9,2.6,78.2,0.231,0.319,0.539,0.505,13.2,19.9,0.35200000000000004,0.497,16.8,74.2,0.219,,SEA,23.0,21.0,0.523,11.0,veteran,0,0,1,0,0.9772727272727273,1.0,30.522727272727273,1,1,19.871794871794872,7.692307692307693,3.2051282051282053,2.0,2.5641025641025643,1.0737046273205875,0.32,2.857142857142857,0.10697674418604651,0.13700670141474308,-0.0030000000000000027,-0.02400000000000002,0.24831765944039572,0.0,4.6,0.0,0.0,15.5,0.0,5.8423475114699945,1.9562919682762165
Alyssa Thomas,215000,Core,39,39,31.3,15.4,6.2,11.6,53.2%,6.2,11.5,53.9%,0.0,0.2,0.0%,3.0,4.3,69.2%,1.6,7.2,8.8,9.2,3.5,1.6,0.4,2.1,PHO,F,39,1221,39,31.3,6.2,11.6,0.532,0.0,0.2,0.0,6.2,11.5,0.539,3.0,4.3,0.692,1.6,8.8,9.2,1.6,0.4,3.5,2.1,15.4,25.2,0.568,0.532,0.013,0.373,5.9,16.1,53.6,2.6,1.3,20.4,24.4,114.0,98.0,4.1,2.8,6.9,0.225,241,453,0.532,0,6,0.0,241,447,0.539,117,169,0.692,64,344,357,62,17,135,82,599,6.0,29.7,27.0,17.0,27.0,17.0,2.68,-0.13,2.55,105.9,102.5,3.4,78.2,0.259,0.403,0.542,0.502,14.1,24.4,0.3706896551724138,0.486,15.5,75.5,0.225,,PHO,27.0,17.0,0.614,7.0,veteran,0,0,1,0,0.8863636363636364,1.0,27.75,1,1,19.680511182108624,11.757188498402554,11.246006389776358,2.0,2.5559105431309903,1.1414171360806404,0.017241379310344827,2.6285714285714286,0.17692307692307693,0.22604422604422605,0.025999999999999912,0.030000000000000027,0.5112900678967056,0.0,6.9,0.0,0.0,15.4,0.0,7.2611663843444605,3.5983588455357096
Aliyah Boston,83371,Rookie,44,44,30.2,15.0,6.2,11.5,53.8%,6.0,10.8,55.8%,0.1,0.7,20.7%,2.5,3.3,76.2%,2.4,5.8,8.2,3.7,1.8,1.2,0.9,3.1,IND,C-F,44,1327,44,30.2,6.2,11.5,0.538,0.1,0.7,0.207,6.0,10.8,0.558,2.5,3.3,0.762,2.4,8.2,3.7,1.2,0.9,1.8,3.1,15.0,22.8,0.58,0.544,0.058,0.292,9.6,16.5,21.3,2.0,2.8,12.5,21.9,118.0,101.0,4.6,2.5,7.1,0.215,271,504,0.538,6,29,0.207,265,475,0.558,112,147,0.762,107,361,163,52,41,81,136,660,4.0,28.1,24.0,20.0,28.0,16.0,3.36,-0.83,2.53,108.4,104.1,4.3,78.0,0.261,0.349,0.554,0.517,14.3,26.2,0.28695652173913044,0.503,16.0,75.7,0.233,,IND,24.0,20.0,0.545,10.0,rookie,1,0,0,0,1.0,1.0,30.15909090909091,1,1,19.867549668874172,4.90066225165563,10.860927152317881,2.1,2.7814569536423845,1.1581222977146386,0.0608695652173913,2.055555555555556,0.16136363636363635,0.21401657874905802,0.025999999999999912,0.027000000000000024,0.4085994662347417,7.1,0.0,0.0,15.0,0.0,0.0,6.253546242495493,-0.49597539681723674
Sonia Citron,78831,Rookie,44,44,32.2,14.9,5.1,10.8,47.0%,3.2,6.6,48.6%,1.8,4.1,44.5%,3.0,3.4,87.2%,0.7,3.3,4.0,2.4,2.1,1.3,0.4,2.1,WAS,G,44,1415,44,32.2,5.1,10.8,0.47,1.8,4.1,0.445,3.2,6.6,0.486,3.0,3.4,0.872,0.7,4.0,2.4,1.3,0.4,2.1,2.1,14.9,16.4,0.609,0.556,0.384,0.314,2.5,7.6,13.6,2.0,1.2,14.4,20.5,110.0,106.0,2.7,1.5,4.2,0.119,223,474,0.47,81,182,0.445,142,292,0.486,130,149,0.872,29,174,104,55,17,91,94,657,10.0,24.8,16.0,28.0,14.0,30.0,-4.43,0.21,-4.23,100.0,105.7,-5.7,76.9,0.325,0.269,0.53,0.483,16.4,23.5,0.31481481481481477,0.505,14.3,77.6,0.225,,WAS,16.0,28.0,0.364,18.0,rookie,1,0,0,0,1.0,1.0,32.15909090909091,1,1,18.509316770186334,2.981366459627329,4.968944099378882,1.7000000000000002,2.111801242236025,1.211776187378009,0.3796296296296296,1.1428571428571428,0.09545454545454546,0.11872791519434629,0.07899999999999996,0.07300000000000006,-0.8949866139096142,4.2,0.0,0.0,14.9,0.0,0.0,4.538338246962648,-0.9326389336388018
Rickea Jackson,78066,Rookie,38,37,30.9,14.7,5.4,12.7,42.4%,3.7,7.8,47.3%,1.7,4.9,34.8%,2.2,2.6,84.7%,1.0,2.2,3.2,1.7,2.1,0.6,0.4,1.9,LAS,F,38,1173,37,30.9,5.4,12.7,0.424,1.7,4.9,0.348,3.7,7.8,0.473,2.2,2.6,0.847,1.0,3.2,1.7,0.6,0.4,2.1,1.9,14.7,12.3,0.53,0.492,0.387,0.203,4.0,6.2,9.3,1.0,1.1,12.9,23.0,100.0,115.0,0.5,-0.2,0.3,0.009,205,483,0.424,65,187,0.348,140,296,0.473,83,98,0.847,38,122,64,23,14,78,71,558,9.0,28.3,21.0,23.0,18.0,26.0,-2.57,0.38,-2.19,107.5,110.7,-3.2,79.0,0.304,0.382,0.563,0.521,15.7,24.1,0.20472440944881892,0.524,13.8,73.6,0.189,,LAS,21.0,23.0,0.477,13.0,rookie,1,0,0,0,0.8636363636363636,0.9736842105263158,26.65909090909091,1,1,19.029126213592235,2.2006472491909386,4.142394822006473,1.0,1.2944983818770228,1.0618318405085236,0.38582677165354334,0.8095238095238094,0.007894736842105263,0.010230179028132991,-0.03299999999999992,-0.029000000000000026,-0.4043709924578387,0.3,0.0,0.0,14.7,0.0,0.0,2.6847084515926567,-1.0568514748910185
Angel Reese,74909,Rookie,30,30,31.6,14.7,5.1,11.1,45.8%,5.0,10.4,47.8%,0.1,0.7,18.2%,4.3,5.7,75.6%,4.1,8.5,12.6,3.7,3.9,1.5,0.7,3.4,CHI,F,30,947,30,31.6,5.1,11.1,0.458,0.1,0.7,0.182,5.0,10.4,0.478,4.3,5.7,0.756,4.1,12.6,3.7,1.5,0.7,3.9,3.4,14.7,19.9,0.537,0.464,0.066,0.515,15.4,23.4,21.5,2.4,2.0,22.4,25.0,101.0,105.0,0.7,1.2,1.9,0.079,153,334,0.458,4,22,0.182,149,312,0.478,130,172,0.756,123,377,110,44,20,118,103,440,12.0,27.7,10.0,34.0,7.0,37.0,-10.05,0.92,-9.13,98.8,111.9,-13.1,76.7,0.259,0.306,0.516,0.476,17.4,29.1,0.5135135135135136,0.521,12.6,74.7,0.215,,CHI,10.0,34.0,0.227,24.0,rookie,1,0,0,0,0.6818181818181818,1.0,21.522727272727273,1,1,18.607594936708857,4.6835443037974684,15.949367088607593,2.2,2.7848101265822782,1.0802469135802468,0.06306306306306306,0.9487179487179488,0.06333333333333332,0.08025343189017951,0.02100000000000002,-0.011999999999999955,-1.8591173596021162,1.9,0.0,0.0,14.7,0.0,0.0,3.6250605963852074,-0.47465789593876634
Marina Mabrey,210000,RFA,35,34,31.5,14.4,5.1,13.9,36.7%,3.2,7.0,46.3%,1.9,7.0,27.0%,2.3,2.6,87.0%,0.5,3.7,4.2,4.0,2.8,0.7,0.3,2.9,CON,G,35,1103,34,31.5,5.1,13.9,0.367,1.9,7.0,0.27,3.2,7.0,0.463,2.3,2.6,0.87,0.5,4.2,4.0,0.7,0.3,2.8,2.9,14.4,11.1,0.477,0.434,0.5,0.189,1.8,7.9,24.3,1.1,0.9,15.6,25.8,92.0,114.0,-1.1,-0.1,-1.1,-0.041,179,488,0.367,66,244,0.27,113,244,0.463,80,92,0.87,17,146,141,24,10,98,100,504,13.0,27.1,11.0,33.0,7.0,37.0,-10.11,0.87,-9.24,98.3,111.4,-13.1,76.9,0.272,0.304,0.505,0.458,14.9,24.4,0.18705035971223022,0.53,15.4,72.6,0.254,,CON,11.0,33.0,0.25,23.0,veteran,0,0,1,0,0.7954545454545454,0.9714285714285714,25.068181818181817,1,1,18.285714285714285,5.079365079365079,5.333333333333333,1.0,1.2698412698412698,0.9571922361074182,0.5035971223021583,1.4285714285714286,-0.03142857142857143,-0.03989120580235721,-0.028000000000000025,-0.02400000000000002,-1.8186115421419249,-0.0,-1.1,-0.0,0.0,14.4,0.0,2.829742280331811,0.6836231053208669
Kayla McBride,205000,UFA,39,39,31.3,14.2,4.6,11.0,41.6%,1.9,4.3,44.9%,2.6,6.7,39.5%,2.4,2.7,90.5%,0.3,2.0,2.3,3.5,1.7,1.3,0.1,1.4,MIN,G,39,1220,39,31.3,4.6,11.0,0.416,2.6,6.7,0.395,1.9,4.3,0.449,2.4,2.7,0.905,0.3,2.3,3.5,1.3,0.1,1.7,1.4,14.2,16.0,0.584,0.536,0.61,0.245,1.0,4.3,17.1,2.1,0.2,12.4,20.4,113.0,104.0,2.9,1.7,4.6,0.152,178,428,0.416,103,261,0.395,75,167,0.449,95,105,0.905,10,89,137,49,3,67,53,554,1.0,28.8,34.0,10.0,37.0,7.0,9.41,-0.69,8.72,112.3,100.0,12.3,76.4,0.236,0.372,0.572,0.542,13.9,26.0,0.24545454545454548,0.481,15.9,74.1,0.178,,MIN,34.0,10.0,0.773,,veteran,0,0,1,0,0.8863636363636364,1.0,27.727272727272727,1,1,18.14696485623003,4.472843450479233,2.9392971246006385,1.4000000000000001,1.7891373801916934,1.1650804069576632,0.6090909090909091,2.058823529411765,0.11794871794871795,0.15081967213114753,0.01200000000000001,-0.006000000000000005,1.6774743240099597,0.0,4.6,0.0,0.0,14.2,0.0,3.6795127525333093,0.24062941980693803
Brittney Sykes,195000,UFA,39,38,30.6,14.1,4.5,11.7,38.1%,3.7,9.1,40.3%,0.8,2.6,30.4%,4.4,5.6,78.1%,0.5,2.6,3.2,4.0,2.5,1.2,0.4,2.5,TOT,G,39,1194,38,30.6,4.5,11.7,0.381,0.8,2.6,0.304,3.7,9.1,0.403,4.4,5.6,0.781,0.5,3.2,4.0,1.2,0.4,2.5,2.5,14.1,13.4,0.497,0.415,0.223,0.479,2.0,6.3,22.8,2.1,1.1,15.0,25.1,97.0,106.0,0.0,1.4,1.4,0.046,174,457,0.381,31,102,0.304,143,355,0.403,171,219,0.781,20,123,155,48,14,98,99,550,,,,,,,,,,,,,,,,,,,,0.47863247863247865,,,,,,,,,,,veteran,0,0,1,0,0.8863636363636364,0.9743589743589743,27.136363636363637,1,1,18.431372549019606,5.228758169934641,4.183006535947713,1.6,2.0915032679738563,0.9954815024004519,0.22222222222222224,1.6,0.035897435897435895,0.04690117252931323,,,0.24831765944039572,0.0,1.4,0.0,0.0,14.1,0.0,3.9962759111378796,0.5505780478708746
Kayla Thornton,132000,,22,22,30.1,14.0,4.5,12.5,36.2%,2.7,6.1,44.8%,1.8,6.5,28.2%,3.1,3.7,82.9%,1.8,5.2,7.0,1.5,1.6,1.3,0.2,2.4,GSV,F,22,662,22,30.1,4.5,12.5,0.362,1.8,6.5,0.282,2.7,6.1,0.448,3.1,3.7,0.829,1.8,7.0,1.5,1.3,0.2,1.6,2.4,14.0,15.1,0.493,0.435,0.514,0.297,7.2,13.6,9.8,2.3,0.8,10.3,24.5,101.0,100.0,0.4,1.3,1.7,0.105,100,276,0.362,40,142,0.282,60,134,0.448,68,82,0.829,40,154,33,29,5,36,52,308,8.0,27.0,23.0,21.0,25.0,19.0,1.39,0.08,1.47,103.9,102.1,1.8,74.6,0.282,0.458,0.531,0.482,14.9,26.0,0.29600000000000004,0.472,13.9,76.0,0.215,Chase Center,GSV,23.0,21.0,0.523,11.0,unknown,0,0,0,1,0.5,1.0,15.045454545454545,1,1,18.6046511627907,1.993355481727575,9.30232558139535,1.5,1.993355481727575,0.9909399773499433,0.52,0.9375,0.07727272727272727,0.10271903323262839,-0.038000000000000034,-0.046999999999999986,0.17357702568400166,0.0,0.0,0.0,0.0,0.0,0.0,0.94526355338194,-1.2365373379260052
Jonquel Jones,209000,UFA,31,31,26.8,13.6,4.8,9.9,49.0%,3.1,5.8,53.6%,1.7,4.0,42.4%,2.3,2.9,76.9%,1.5,6.6,8.1,2.7,2.1,0.5,1.1,2.5,NYL,C,31,830,31,26.8,4.8,9.9,0.49,1.7,4.0,0.424,3.1,5.8,0.536,2.3,2.9,0.769,1.5,8.1,2.7,0.5,1.1,2.1,2.5,13.6,20.3,0.611,0.577,0.408,0.297,6.7,17.5,18.3,0.9,3.6,15.8,22.9,111.0,100.0,1.9,1.6,3.6,0.172,150,306,0.49,53,125,0.424,97,181,0.536,70,91,0.769,45,251,85,15,33,65,79,423,3.0,29.4,27.0,17.0,29.0,15.0,4.07,-0.28,3.79,108.3,103.1,5.2,77.9,0.286,0.41,0.574,0.526,14.9,20.8,0.29292929292929293,0.483,13.9,73.6,0.183,,NYL,27.0,17.0,0.614,7.0,veteran,0,0,1,0,0.7045454545454546,1.0,18.863636363636363,1,1,20.298507462686565,4.029850746268656,12.089552238805968,1.6,2.388059701492537,1.2168933428775948,0.40404040404040403,1.2857142857142858,0.11612903225806452,0.17349397590361446,0.03700000000000003,0.050999999999999934,0.6796248973640951,0.0,3.6,0.0,0.0,13.6,0.0,2.73162961317722,-0.6118411659622557
Courtney Williams,180000,UFA,44,44,28.6,13.6,5.6,13.2,42.7%,4.3,9.8,44.0%,1.3,3.4,38.9%,1.0,1.2,84.9%,0.5,4.4,4.9,6.2,2.3,1.3,0.3,2.0,MIN,G,44,1260,44,28.6,5.6,13.2,0.428,1.3,3.4,0.389,4.3,9.8,0.441,1.0,1.2,0.849,0.5,4.9,6.2,1.3,0.3,2.3,2.0,13.6,17.9,0.496,0.478,0.257,0.091,2.2,10.2,35.6,2.3,1.0,14.3,25.7,104.0,100.0,1.8,2.6,4.4,0.138,248,580,0.428,58,149,0.389,190,431,0.441,45,53,0.849,23,216,271,55,14,101,86,599,1.0,28.8,34.0,10.0,37.0,7.0,9.41,-0.69,8.72,112.3,100.0,12.3,76.4,0.236,0.372,0.572,0.542,13.9,26.0,0.09090909090909091,0.481,15.9,74.1,0.178,,MIN,34.0,10.0,0.773,,veteran,0,0,1,0,1.0,1.0,28.636363636363637,1,1,19.02097902097902,8.671328671328672,6.853146853146853,1.6,2.237762237762238,0.9906759906759907,0.25757575757575757,2.695652173913044,0.1,0.13968253968253969,-0.07599999999999996,-0.06400000000000006,1.6774743240099597,0.0,4.4,0.0,0.0,13.6,0.0,5.510652123274671,2.4282183719501487
Kamilla Cardoso,78066,Rookie,40,39,27.6,13.6,5.6,10.6,52.8%,5.6,10.5,52.9%,0.0,0.1,50.0%,2.4,3.3,72.2%,3.0,5.6,8.5,2.5,2.4,0.4,1.2,2.8,CHI,C,40,1102,39,27.6,5.6,10.6,0.528,0.0,0.1,0.5,5.6,10.5,0.529,2.4,3.3,0.722,3.0,8.5,2.5,0.4,1.2,2.4,2.8,13.6,19.8,0.565,0.53,0.005,0.315,12.7,18.2,17.8,0.7,4.0,16.8,23.5,107.0,110.0,1.9,0.6,2.5,0.091,223,422,0.528,1,2,0.5,222,420,0.529,96,133,0.722,118,341,98,14,47,97,113,543,12.0,27.7,10.0,34.0,7.0,37.0,-10.05,0.92,-9.13,98.8,111.9,-13.1,76.7,0.259,0.306,0.516,0.476,17.4,29.1,0.3113207547169811,0.521,12.6,74.7,0.215,,CHI,10.0,34.0,0.227,24.0,rookie,1,0,0,0,0.9090909090909091,0.975,25.045454545454547,1,1,19.71014492753623,3.6231884057971016,12.318840579710145,1.6,2.318840579710145,1.1284434118818454,0.009433962264150945,1.0416666666666667,0.0625,0.09074410163339383,0.04899999999999993,0.05400000000000005,-1.8591173596021162,2.5,0.0,0.0,13.6,0.0,0.0,4.074525350791514,-1.0047566386484645
